# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-07-27 19:01:27 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04208000 Cuyahoga River at Independence OH
# -----------------------------------------------------------------------------------
#
# Data provided for site 04208000
#            TS   parameter     statistic     Description
#        109644       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	109644_00060_00003	109644_00060_00003_cd
5s	15s	20d	14n	10s	14n	10s	14n	10s
USGS	04208000	2000-01-01	336	A	
USGS	04208000	2000-01-02	416	A	
USGS	04208000	2000-01-03	699	A	
USGS	04208000	2000-01-04	4260	A	
USGS	04208000	2000-01-05	2320	A	
USGS	04208000	2000-01-06	1610	A	
USGS	04208000	2000-01-07	1320	A	
USGS	04208000	2000-01-08	1240	A	
USGS	04208000	2000-01-09	1090	A	
USGS	04208000	2000-01-10	986	A	
USGS	04208000	2000-01-11	929	A	
USGS	04208000	2000-01-12	746	A	
USGS	04208000	2000-01-13	681	A	
USGS	04208000	2000-01-14	628	A	
USGS	04208000	2000-01-15	548	A	
USGS	04208000	2000-01-16	517	A	
USGS	04208000	2000-01-17	470	A	
USGS	04208000	2000-01-18	429	A	
USGS	04208000	2000-01-19	400	A:e	
USGS	04208000	2000-01-20	390	A:e	
USGS	04208000	2000-01-21	370	A:e	
USGS	04208000	2000-01-22	360	A:e	
USGS	04208000	2000-01-23	350	A:e	
USGS	04208000	2000-01-24	340	A:e	
USGS	04208000	2000-01-25	330	A:e	
USGS	04208000	2000-01-26	320	A:e	
USGS	04208000	2000-01-27	315	A:e	
USGS	04208000	2000-01-28	310	A:e	
USGS	04208000	2000-01-29	300	A:e	
USGS	04208000	2000-01-30	300	A:e	
USGS	04208000	2000-01-31	290	A:e	
USGS	04208000	2000-02-01	290	A:e	
USGS	04208000	2000-02-02	280	A:e	
USGS	04208000	2000-02-03	280	A:e	
USGS	04208000	2000-02-04	270	A:e	
USGS	04208000	2000-02-05	270	A:e	
USGS	04208000	2000-02-06	260	A:e	
USGS	04208000	2000-02-07	250	A:e	
USGS	04208000	2000-02-08	310	A:e	
USGS	04208000	2000-02-09	364	A	
USGS	04208000	2000-02-10	507	A	
USGS	04208000	2000-02-11	2160	A	
USGS	04208000	2000-02-12	1340	A	
USGS	04208000	2000-02-13	907	A	
USGS	04208000	2000-02-14	1960	A	
USGS	04208000	2000-02-15	1840	A	
USGS	04208000	2000-02-16	1440	A	
USGS	04208000	2000-02-17	1230	A	
USGS	04208000	2000-02-18	1080	A	
USGS	04208000	2000-02-19	1070	A	
USGS	04208000	2000-02-20	870	A	
USGS	04208000	2000-02-21	769	A	
USGS	04208000	2000-02-22	1050	A	
USGS	04208000	2000-02-23	3180	A	
USGS	04208000	2000-02-24	3050	A	
USGS	04208000	2000-02-25	3410	A	
USGS	04208000	2000-02-26	2420	A	
USGS	04208000	2000-02-27	2170	A	
USGS	04208000	2000-02-28	2070	A	
USGS	04208000	2000-02-29	1740	A	
USGS	04208000	2000-03-01	1460	A	
USGS	04208000	2000-03-02	1170	A	
USGS	04208000	2000-03-03	897	A	
USGS	04208000	2000-03-04	773	A	
USGS	04208000	2000-03-05	675	A	
USGS	04208000	2000-03-06	605	A	
USGS	04208000	2000-03-07	558	A	
USGS	04208000	2000-03-08	523	A	
USGS	04208000	2000-03-09	511	A	
USGS	04208000	2000-03-10	468	A	
USGS	04208000	2000-03-11	436	A	
USGS	04208000	2000-03-12	599	A	
USGS	04208000	2000-03-13	682	A	
USGS	04208000	2000-03-14	710	A	
USGS	04208000	2000-03-15	632	A	
USGS	04208000	2000-03-16	629	A	
USGS	04208000	2000-03-17	1210	A	
USGS	04208000	2000-03-18	818	A	
USGS	04208000	2000-03-19	683	A	
USGS	04208000	2000-03-20	683	A	
USGS	04208000	2000-03-21	978	A	
USGS	04208000	2000-03-22	717	A	
USGS	04208000	2000-03-23	618	A	
USGS	04208000	2000-03-24	555	A	
USGS	04208000	2000-03-25	513	A	
USGS	04208000	2000-03-26	469	A	
USGS	04208000	2000-03-27	501	A	
USGS	04208000	2000-03-28	524	A	
USGS	04208000	2000-03-29	491	A	
USGS	04208000	2000-03-30	434	A	
USGS	04208000	2000-03-31	391	A	
USGS	04208000	2000-04-01	365	A	
USGS	04208000	2000-04-02	608	A	
USGS	04208000	2000-04-03	1290	A	
USGS	04208000	2000-04-04	4040	A	
USGS	04208000	2000-04-05	2560	A	
USGS	04208000	2000-04-06	1790	A	
USGS	04208000	2000-04-07	1400	A	
USGS	04208000	2000-04-08	6600	A	
USGS	04208000	2000-04-09	3950	A	
USGS	04208000	2000-04-10	2820	A	
USGS	04208000	2000-04-11	2250	A	
USGS	04208000	2000-04-12	2010	A	
USGS	04208000	2000-04-13	1550	A	
USGS	04208000	2000-04-14	1140	A	
USGS	04208000	2000-04-15	879	A	
USGS	04208000	2000-04-16	732	A	
USGS	04208000	2000-04-17	683	A	
USGS	04208000	2000-04-18	597	A	
USGS	04208000	2000-04-19	528	A	
USGS	04208000	2000-04-20	633	A	
USGS	04208000	2000-04-21	1180	A	
USGS	04208000	2000-04-22	924	A	
USGS	04208000	2000-04-23	822	A	
USGS	04208000	2000-04-24	778	A	
USGS	04208000	2000-04-25	744	A	
USGS	04208000	2000-04-26	661	A	
USGS	04208000	2000-04-27	584	A	
USGS	04208000	2000-04-28	516	A	
USGS	04208000	2000-04-29	452	A	
USGS	04208000	2000-04-30	399	A	
USGS	04208000	2000-05-01	510	A	
USGS	04208000	2000-05-02	1610	A	
USGS	04208000	2000-05-03	666	A	
USGS	04208000	2000-05-04	545	A	
USGS	04208000	2000-05-05	593	A	
USGS	04208000	2000-05-06	569	A	
USGS	04208000	2000-05-07	498	A	
USGS	04208000	2000-05-08	536	A	
USGS	04208000	2000-05-09	470	A	
USGS	04208000	2000-05-10	586	A	
USGS	04208000	2000-05-11	496	A	
USGS	04208000	2000-05-12	467	A	
USGS	04208000	2000-05-13	440	A	
USGS	04208000	2000-05-14	403	A	
USGS	04208000	2000-05-15	345	A	
USGS	04208000	2000-05-16	320	A	
USGS	04208000	2000-05-17	315	A	
USGS	04208000	2000-05-18	412	A	
USGS	04208000	2000-05-19	5470	A	
USGS	04208000	2000-05-20	2630	A	
USGS	04208000	2000-05-21	1630	A	
USGS	04208000	2000-05-22	1070	A	
