# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-07-27 19:00:30 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04218000 TONAWANDA CREEK AT RAPIDS NY
# -----------------------------------------------------------------------------------
#
# Data provided for site 04218000
#            TS   parameter     statistic     Description
#        105570       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	105570_00060_00003	105570_00060_00003_cd
5s	15s	20d	14n	10s
USGS	04218000	2000-01-01	175	A
USGS	04218000	2000-01-02	189	A
USGS	04218000	2000-01-03	279	A
USGS	04218000	2000-01-04	807	A
USGS	04218000	2000-01-05	1270	A
USGS	04218000	2000-01-06	1280	A
USGS	04218000	2000-01-07	935	A
USGS	04218000	2000-01-08	546	A
USGS	04218000	2000-01-09	391	A
USGS	04218000	2000-01-10	356	A
USGS	04218000	2000-01-11	435	A
USGS	04218000	2000-01-12	581	A
USGS	04218000	2000-01-13	559	A
USGS	04218000	2000-01-14	350	A:e
USGS	04218000	2000-01-15	260	A:e
USGS	04218000	2000-01-16	230	A:e
USGS	04218000	2000-01-17	220	A:e
USGS	04218000	2000-01-18	200	A:e
USGS	04218000	2000-01-19	180	A:e
USGS	04218000	2000-01-20	180	A:e
USGS	04218000	2000-01-21	170	A:e
USGS	04218000	2000-01-22	170	A:e
USGS	04218000	2000-01-23	170	A:e
USGS	04218000	2000-01-24	170	A
USGS	04218000	2000-01-25	167	A
USGS	04218000	2000-01-26	159	A
USGS	04218000	2000-01-27	160	A:e
USGS	04218000	2000-01-28	150	A:e
USGS	04218000	2000-01-29	135	A:e
USGS	04218000	2000-01-30	120	A:e
USGS	04218000	2000-01-31	120	A:e
USGS	04218000	2000-02-01	120	A:e
USGS	04218000	2000-02-02	125	A:e
USGS	04218000	2000-02-03	125	A:e
USGS	04218000	2000-02-04	125	A:e
USGS	04218000	2000-02-05	125	A:e
USGS	04218000	2000-02-06	125	A:e
USGS	04218000	2000-02-07	120	A:e
USGS	04218000	2000-02-08	120	A:e
USGS	04218000	2000-02-09	120	A:e
USGS	04218000	2000-02-10	115	A:e
USGS	04218000	2000-02-11	120	A:e
USGS	04218000	2000-02-12	135	A:e
USGS	04218000	2000-02-13	150	A:e
USGS	04218000	2000-02-14	190	A:e
USGS	04218000	2000-02-15	200	A:e
USGS	04218000	2000-02-16	180	A:e
USGS	04218000	2000-02-17	170	A:e
USGS	04218000	2000-02-18	165	A:e
USGS	04218000	2000-02-19	170	A:e
USGS	04218000	2000-02-20	160	A:e
USGS	04218000	2000-02-21	160	A:e
USGS	04218000	2000-02-22	160	A:e
USGS	04218000	2000-02-23	240	A:e
USGS	04218000	2000-02-24	876	A
USGS	04218000	2000-02-25	1770	A
USGS	04218000	2000-02-26	2510	A
USGS	04218000	2000-02-27	3500	A
USGS	04218000	2000-02-28	3770	A
USGS	04218000	2000-02-29	2700	A
USGS	04218000	2000-03-01	1650	A
USGS	04218000	2000-03-02	945	A
USGS	04218000	2000-03-03	784	A
USGS	04218000	2000-03-04	711	A
USGS	04218000	2000-03-05	653	A
USGS	04218000	2000-03-06	650	A
USGS	04218000	2000-03-07	627	A
USGS	04218000	2000-03-08	533	A
USGS	04218000	2000-03-09	469	A
USGS	04218000	2000-03-10	546	A
USGS	04218000	2000-03-11	756	A
USGS	04218000	2000-03-12	746	A
USGS	04218000	2000-03-13	610	A
USGS	04218000	2000-03-14	608	A
USGS	04218000	2000-03-15	730	A
USGS	04218000	2000-03-16	899	A
USGS	04218000	2000-03-17	1040	A
USGS	04218000	2000-03-18	1000	A
USGS	04218000	2000-03-19	822	A
USGS	04218000	2000-03-20	773	A
USGS	04218000	2000-03-21	852	A
USGS	04218000	2000-03-22	753	A
USGS	04218000	2000-03-23	606	A
USGS	04218000	2000-03-24	505	A
USGS	04218000	2000-03-25	440	A
USGS	04218000	2000-03-26	389	A
USGS	04218000	2000-03-27	356	A
USGS	04218000	2000-03-28	319	A
USGS	04218000	2000-03-29	302	A
USGS	04218000	2000-03-30	314	A
USGS	04218000	2000-03-31	343	A
USGS	04218000	2000-04-01	330	A
USGS	04218000	2000-04-02	295	A
USGS	04218000	2000-04-03	283	A
USGS	04218000	2000-04-04	553	A
USGS	04218000	2000-04-05	1170	A
USGS	04218000	2000-04-06	1560	A
USGS	04218000	2000-04-07	1180	A
USGS	04218000	2000-04-08	1270	A
USGS	04218000	2000-04-09	2170	A
USGS	04218000	2000-04-10	2730	A
USGS	04218000	2000-04-11	2800	A
USGS	04218000	2000-04-12	1610	A
USGS	04218000	2000-04-13	1090	A
USGS	04218000	2000-04-14	958	A
USGS	04218000	2000-04-15	800	A
USGS	04218000	2000-04-16	653	A
USGS	04218000	2000-04-17	535	A
USGS	04218000	2000-04-18	465	A
USGS	04218000	2000-04-19	494	A
USGS	04218000	2000-04-20	478	A
USGS	04218000	2000-04-21	922	A
USGS	04218000	2000-04-22	1450	A
USGS	04218000	2000-04-23	1760	A
USGS	04218000	2000-04-24	1630	A
USGS	04218000	2000-04-25	1310	A
USGS	04218000	2000-04-26	866	A
USGS	04218000	2000-04-27	617	A
USGS	04218000	2000-04-28	493	A
USGS	04218000	2000-04-29	420	A
USGS	04218000	2000-04-30	367	A
USGS	04218000	2000-05-01	321	A
USGS	04218000	2000-05-02	322	A
USGS	04218000	2000-05-03	355	A
USGS	04218000	2000-05-04	392	A
USGS	04218000	2000-05-05	318	A
USGS	04218000	2000-05-06	285	A
USGS	04218000	2000-05-07	268	A
USGS	04218000	2000-05-08	247	A
USGS	04218000	2000-05-09	231	A
USGS	04218000	2000-05-10	210	A:e
USGS	04218000	2000-05-11	350	A:e
USGS	04218000	2000-05-12	692	A
USGS	04218000	2000-05-13	2050	A
USGS	04218000	2000-05-14	2570	A
USGS	04218000	2000-05-15	2240	A
USGS	04218000	2000-05-16	1330	A
USGS	04218000	2000-05-17	720	A:e
USGS	04218000	2000-05-18	560	A:e
USGS	04218000	2000-05-19	520	A:e
USGS	04218000	2000-05-20	650	A:e
USGS	04218000	2000-05-21	800	A:e
USGS	04218000	2000-05-22	750	A:e
USGS	04218000	2000-05-23	600	A:e
USGS	04218000	2000-05-24	550	A:e
USGS	04218000	2000-05-25	620	A:e
USGS	04218000	2000-05-26	603	A
USGS	04218000	2000-05-27	550	A:e
USGS	04218000	2000-05-28	370	A:e
USGS	04218000	2000-05-29	300	A:e
USGS	04218000	2000-05-30	260	A:e
USGS	04218000	2000-05-31	230	A:e
USGS	04218000	2000-06-01	200	A:e
USGS	04218000	2000-06-02	180	A:e
USGS	04218000	2000-06-03	180	A:e
USGS	04218000	2000-06-04	220	A:e
USGS	04218000	2000-06-05	190	A:e
USGS	04218000	2000-06-06	160	A:e
USGS	04218000	2000-06-07	190	A:e
USGS	04218000	2000-06-08	260	A:e
USGS	04218000	2000-06-09	230	A:e
USGS	04218000	2000-06-10	190	A:e
USGS	04218000	2000-06-11	550	A:e
USGS	04218000	2000-06-12	350	A:e
USGS	04218000	2000-06-13	700	A:e
USGS	04218000	2000-06-14	1000	A:e
USGS	04218000	2000-06-15	1400	A:e
USGS	04218000	2000-06-16	1300	A:e
USGS	04218000	2000-06-17	750	A:e
USGS	04218000	2000-06-18	600	A:e
USGS	04218000	2000-06-19	500	A:e
USGS	04218000	2000-06-20	420	A:e
USGS	04218000	2000-06-21	330	A:e
USGS	04218000	2000-06-22	260	A:e
USGS	04218000	2000-06-23	340	A:e
USGS	04218000	2000-06-24	250	A:e
USGS	04218000	2000-06-25	200	A:e
USGS	04218000	2000-06-26	200	A:e
USGS	04218000	2000-06-27	230	A:e
USGS	04218000	2000-06-28	300	A:e
USGS	04218000	2000-06-29	320	A:e
USGS	04218000	2000-06-30	200	A:e
USGS	04218000	2000-07-01	180	A:e
USGS	04218000	2000-07-02	170	A:e
USGS	04218000	2000-07-03	140	A:e
USGS	04218000	2000-07-04	130	A:e
USGS	04218000	2000-07-05	140	A:e
USGS	04218000	2000-07-06	150	A:e
USGS	04218000	2000-07-07	133	A
USGS	04218000	2000-07-08	115	A
USGS	04218000	2000-07-09	103	A
USGS	04218000	2000-07-10	98.0	A
USGS	04218000	2000-07-11	97.0	A
USGS	04218000	2000-07-12	97.0	A
USGS	04218000	2000-07-13	96.0	A
USGS	04218000	2000-07-14	85.0	A
USGS	04218000	2000-07-15	80.0	A
USGS	04218000	2000-07-16	79.0	A
USGS	04218000	2000-07-17	104	A
USGS	04218000	2000-07-18	149	A
USGS	04218000	2000-07-19	156	A
USGS	04218000	2000-07-20	124	A
USGS	04218000	2000-07-21	109	A
USGS	04218000	2000-07-22	91.0	A
USGS	04218000	2000-07-23	83.0	A
USGS	04218000	2000-07-24	75.0	A
USGS	04218000	2000-07-25	71.0	A
USGS	04218000	2000-07-26	66.0	A
USGS	04218000	2000-07-27	59.0	A
USGS	04218000	2000-07-28	55.0	A
USGS	04218000	2000-07-29	51.0	A
USGS	04218000	2000-07-30	49.0	A
USGS	04218000	2000-07-31	100	A
USGS	04218000	2000-08-01	125	A
USGS	04218000	2000-08-02	140	A
USGS	04218000	2000-08-03	222	A
USGS	04218000	2000-08-04	233	A
USGS	04218000	2000-08-05	285	A
USGS	04218000	2000-08-06	234	A
USGS	04218000	2000-08-07	149	A
USGS	04218000	2000-08-08	218	A
USGS	04218000	2000-08-09	483	A
USGS	04218000	2000-08-10	291	A
USGS	04218000	2000-08-11	190	A
USGS	04218000	2000-08-12	191	A
USGS	04218000	2000-08-13	265	A
USGS	04218000	2000-08-14	247	A
USGS	04218000	2000-08-15	211	A
USGS	04218000	2000-08-16	146	A
USGS	04218000	2000-08-17	118	A
USGS	04218000	2000-08-18	102	A
USGS	04218000	2000-08-19	91.0	A
USGS	04218000	2000-08-20	78.0	A
USGS	04218000	2000-08-21	71.0	A
USGS	04218000	2000-08-22	68.0	A
USGS	04218000	2000-08-23	70.0	A
USGS	04218000	2000-08-24	95.0	A
USGS	04218000	2000-08-25	95.0	A
USGS	04218000	2000-08-26	107	A
USGS	04218000	2000-08-27	84.0	A
USGS	04218000	2000-08-28	70.0	A
