# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-07-27 18:58:44 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04059000 ESCANABA RIVER AT CORNELL, MI
# -----------------------------------------------------------------------------------
#
# Data provided for site 04059000
#            TS   parameter     statistic     Description
#         70318       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	70318_00060_00003	70318_00060_00003_cd
5s	15s	20d	14n	10s
USGS	04059000	2000-01-01	300	A:e
USGS	04059000	2000-01-02	300	A:e
USGS	04059000	2000-01-03	300	A:e
USGS	04059000	2000-01-04	310	A:e
USGS	04059000	2000-01-05	320	A:e
USGS	04059000	2000-01-06	320	A:e
USGS	04059000	2000-01-07	320	A:e
USGS	04059000	2000-01-08	320	A:e
USGS	04059000	2000-01-09	320	A:e
USGS	04059000	2000-01-10	320	A:e
USGS	04059000	2000-01-11	320	A:e
USGS	04059000	2000-01-12	320	A:e
USGS	04059000	2000-01-13	320	A:e
USGS	04059000	2000-01-14	320	A:e
USGS	04059000	2000-01-15	320	A:e
USGS	04059000	2000-01-16	320	A:e
USGS	04059000	2000-01-17	310	A:e
USGS	04059000	2000-01-18	300	A:e
USGS	04059000	2000-01-19	300	A:e
USGS	04059000	2000-01-20	300	A:e
USGS	04059000	2000-01-21	290	A:e
USGS	04059000	2000-01-22	290	A:e
USGS	04059000	2000-01-23	290	A:e
USGS	04059000	2000-01-24	290	A:e
USGS	04059000	2000-01-25	290	A:e
USGS	04059000	2000-01-26	280	A:e
USGS	04059000	2000-01-27	280	A:e
USGS	04059000	2000-01-28	275	A:e
USGS	04059000	2000-01-29	270	A:e
USGS	04059000	2000-01-30	270	A:e
USGS	04059000	2000-01-31	270	A:e
USGS	04059000	2000-02-01	270	A:e
USGS	04059000	2000-02-02	270	A:e
USGS	04059000	2000-02-03	270	A:e
USGS	04059000	2000-02-04	270	A:e
USGS	04059000	2000-02-05	270	A:e
USGS	04059000	2000-02-06	270	A:e
USGS	04059000	2000-02-07	270	A:e
USGS	04059000	2000-02-08	280	A:e
USGS	04059000	2000-02-09	280	A:e
USGS	04059000	2000-02-10	280	A:e
USGS	04059000	2000-02-11	280	A:e
USGS	04059000	2000-02-12	280	A:e
USGS	04059000	2000-02-13	280	A:e
USGS	04059000	2000-02-14	280	A:e
USGS	04059000	2000-02-15	280	A:e
USGS	04059000	2000-02-16	270	A:e
USGS	04059000	2000-02-17	260	A:e
USGS	04059000	2000-02-18	260	A:e
USGS	04059000	2000-02-19	270	A:e
USGS	04059000	2000-02-20	270	A:e
USGS	04059000	2000-02-21	280	A:e
USGS	04059000	2000-02-22	280	A:e
USGS	04059000	2000-02-23	290	A:e
USGS	04059000	2000-02-24	300	A:e
USGS	04059000	2000-02-25	400	A:e
USGS	04059000	2000-02-26	500	A:e
USGS	04059000	2000-02-27	720	A:e
USGS	04059000	2000-02-28	880	A:e
USGS	04059000	2000-02-29	1050	A:e
USGS	04059000	2000-03-01	1200	A:e
USGS	04059000	2000-03-02	1300	A:e
USGS	04059000	2000-03-03	1400	A:e
USGS	04059000	2000-03-04	1600	A:e
USGS	04059000	2000-03-05	1700	A:e
USGS	04059000	2000-03-06	1900	A:e
USGS	04059000	2000-03-07	2150	A
USGS	04059000	2000-03-08	2450	A
USGS	04059000	2000-03-09	2980	A
USGS	04059000	2000-03-10	2690	A
USGS	04059000	2000-03-11	2400	A:e
USGS	04059000	2000-03-12	2320	A
USGS	04059000	2000-03-13	1950	A
USGS	04059000	2000-03-14	1730	A
USGS	04059000	2000-03-15	1300	A
USGS	04059000	2000-03-16	1230	A
USGS	04059000	2000-03-17	1190	A
USGS	04059000	2000-03-18	1150	A:e
USGS	04059000	2000-03-19	1050	A
USGS	04059000	2000-03-20	1030	A
USGS	04059000	2000-03-21	1100	A
USGS	04059000	2000-03-22	1330	A
USGS	04059000	2000-03-23	1610	A
USGS	04059000	2000-03-24	1870	A
USGS	04059000	2000-03-25	2300	A
USGS	04059000	2000-03-26	2430	A
USGS	04059000	2000-03-27	2890	A
USGS	04059000	2000-03-28	2880	A
USGS	04059000	2000-03-29	2650	A
USGS	04059000	2000-03-30	2370	A
USGS	04059000	2000-03-31	2110	A
USGS	04059000	2000-04-01	1930	A
USGS	04059000	2000-04-02	1780	A
USGS	04059000	2000-04-03	1720	A
USGS	04059000	2000-04-04	1690	A
USGS	04059000	2000-04-05	1600	A
USGS	04059000	2000-04-06	1550	A
USGS	04059000	2000-04-07	1470	A
USGS	04059000	2000-04-08	1350	A
USGS	04059000	2000-04-09	1260	A
USGS	04059000	2000-04-10	1150	A
USGS	04059000	2000-04-11	1100	A
USGS	04059000	2000-04-12	1030	A
USGS	04059000	2000-04-13	1010	A
USGS	04059000	2000-04-14	975	A
USGS	04059000	2000-04-15	966	A
USGS	04059000	2000-04-16	989	A
USGS	04059000	2000-04-17	980	A
USGS	04059000	2000-04-18	1070	A
USGS	04059000	2000-04-19	1100	A
USGS	04059000	2000-04-20	1170	A
USGS	04059000	2000-04-21	1270	A
USGS	04059000	2000-04-22	1200	A
USGS	04059000	2000-04-23	1120	A
USGS	04059000	2000-04-24	1020	A
USGS	04059000	2000-04-25	901	A
USGS	04059000	2000-04-26	813	A
USGS	04059000	2000-04-27	772	A
USGS	04059000	2000-04-28	686	A
USGS	04059000	2000-04-29	666	A
USGS	04059000	2000-04-30	647	A
USGS	04059000	2000-05-01	666	A
USGS	04059000	2000-05-02	669	A
USGS	04059000	2000-05-03	645	A
USGS	04059000	2000-05-04	620	A
USGS	04059000	2000-05-05	603	A
USGS	04059000	2000-05-06	569	A
USGS	04059000	2000-05-07	542	A
USGS	04059000	2000-05-08	566	A
USGS	04059000	2000-05-09	579	A
USGS	04059000	2000-05-10	538	A
USGS	04059000	2000-05-11	513	A
USGS	04059000	2000-05-12	577	A
USGS	04059000	2000-05-13	669	A
USGS	04059000	2000-05-14	664	A
USGS	04059000	2000-05-15	592	A
USGS	04059000	2000-05-16	546	A
USGS	04059000	2000-05-17	503	A
USGS	04059000	2000-05-18	459	A
USGS	04059000	2000-05-19	421	A
USGS	04059000	2000-05-20	390	A
USGS	04059000	2000-05-21	365	A
