# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-07-27 19:00:36 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04231600 GENESEE RIVER AT FORD STREET BRIDGE, ROCHESTER NY
# -----------------------------------------------------------------------------------
#
# Data provided for site 04231600
#            TS   parameter     statistic     Description
#        105622       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	105622_00060_00003	105622_00060_00003_cd
5s	15s	20d	14n	10s
USGS	04231600	2000-01-01	1130	A
USGS	04231600	2000-01-02	1240	A
USGS	04231600	2000-01-03	1250	A
USGS	04231600	2000-01-04	3020	A
USGS	04231600	2000-01-05	5620	A
USGS	04231600	2000-01-06	5800	A
USGS	04231600	2000-01-07	5160	A
USGS	04231600	2000-01-08	4240	A
USGS	04231600	2000-01-09	4010	A
USGS	04231600	2000-01-10	3790	A
USGS	04231600	2000-01-11	3650	A
USGS	04231600	2000-01-12	3580	A
USGS	04231600	2000-01-13	3530	A
USGS	04231600	2000-01-14	2840	A
USGS	04231600	2000-01-15	1470	A
USGS	04231600	2000-01-16	1580	A
USGS	04231600	2000-01-17	1370	A
USGS	04231600	2000-01-18	1190	A
USGS	04231600	2000-01-19	1010	A
USGS	04231600	2000-01-20	1020	A
USGS	04231600	2000-01-21	1250	A
USGS	04231600	2000-01-22	1190	A
USGS	04231600	2000-01-23	1020	A
USGS	04231600	2000-01-24	1000	A
USGS	04231600	2000-01-25	1090	A
USGS	04231600	2000-01-26	1120	A
USGS	04231600	2000-01-27	1000	A
USGS	04231600	2000-01-28	972	A
USGS	04231600	2000-01-29	835	A
USGS	04231600	2000-01-30	826	A
USGS	04231600	2000-01-31	837	A
USGS	04231600	2000-02-01	886	A
USGS	04231600	2000-02-02	917	A
USGS	04231600	2000-02-03	892	A
USGS	04231600	2000-02-04	869	A
USGS	04231600	2000-02-05	866	A
USGS	04231600	2000-02-06	881	A
USGS	04231600	2000-02-07	864	A
USGS	04231600	2000-02-08	826	A
USGS	04231600	2000-02-09	820	A
USGS	04231600	2000-02-10	815	A
USGS	04231600	2000-02-11	905	A
USGS	04231600	2000-02-12	975	A
USGS	04231600	2000-02-13	1060	A
USGS	04231600	2000-02-14	1290	A
USGS	04231600	2000-02-15	1330	A
USGS	04231600	2000-02-16	1260	A
USGS	04231600	2000-02-17	1220	A
USGS	04231600	2000-02-18	1210	A
USGS	04231600	2000-02-19	1130	A
USGS	04231600	2000-02-20	1110	A
USGS	04231600	2000-02-21	1040	A
USGS	04231600	2000-02-22	1060	A
USGS	04231600	2000-02-23	1370	A
USGS	04231600	2000-02-24	3140	A
USGS	04231600	2000-02-25	7760	A
USGS	04231600	2000-02-26	10600	A
USGS	04231600	2000-02-27	10200	A
USGS	04231600	2000-02-28	8320	A
USGS	04231600	2000-02-29	8300	A
USGS	04231600	2000-03-01	8290	A
USGS	04231600	2000-03-02	7880	A
USGS	04231600	2000-03-03	8230	A
USGS	04231600	2000-03-04	8140	A
USGS	04231600	2000-03-05	8180	A
USGS	04231600	2000-03-06	8110	A
USGS	04231600	2000-03-07	8060	A
USGS	04231600	2000-03-08	8090	A
USGS	04231600	2000-03-09	8190	A
USGS	04231600	2000-03-10	8040	A
USGS	04231600	2000-03-11	7870	A
USGS	04231600	2000-03-12	7810	A
USGS	04231600	2000-03-13	7210	A
USGS	04231600	2000-03-14	6670	A
USGS	04231600	2000-03-15	6060	A
USGS	04231600	2000-03-16	5660	A
USGS	04231600	2000-03-17	5330	A
USGS	04231600	2000-03-18	5130	A
USGS	04231600	2000-03-19	4690	A
USGS	04231600	2000-03-20	4880	A
USGS	04231600	2000-03-21	5100	A
USGS	04231600	2000-03-22	4350	A
USGS	04231600	2000-03-23	3950	A
USGS	04231600	2000-03-24	3670	A
USGS	04231600	2000-03-25	3140	A
USGS	04231600	2000-03-26	2830	A
USGS	04231600	2000-03-27	2570	A
USGS	04231600	2000-03-28	2330	A
USGS	04231600	2000-03-29	2130	A
USGS	04231600	2000-03-30	2140	A
USGS	04231600	2000-03-31	2230	A
USGS	04231600	2000-04-01	2070	A
USGS	04231600	2000-04-02	1870	A
USGS	04231600	2000-04-03	1870	A
USGS	04231600	2000-04-04	3620	A
USGS	04231600	2000-04-05	6150	A
USGS	04231600	2000-04-06	5080	A
USGS	04231600	2000-04-07	4650	A
USGS	04231600	2000-04-08	6040	A
USGS	04231600	2000-04-09	11000	A
USGS	04231600	2000-04-10	9160	A
USGS	04231600	2000-04-11	7780	A
USGS	04231600	2000-04-12	8500	A
USGS	04231600	2000-04-13	9180	A
USGS	04231600	2000-04-14	9070	A
USGS	04231600	2000-04-15	8610	A
USGS	04231600	2000-04-16	8030	A
USGS	04231600	2000-04-17	7830	A
USGS	04231600	2000-04-18	7540	A
USGS	04231600	2000-04-19	6070	A
USGS	04231600	2000-04-20	4960	A
USGS	04231600	2000-04-21	5390	A
USGS	04231600	2000-04-22	7580	A
USGS	04231600	2000-04-23	8980	A
USGS	04231600	2000-04-24	8290	A
USGS	04231600	2000-04-25	6540	A
USGS	04231600	2000-04-26	6740	A
USGS	04231600	2000-04-27	7190	A
USGS	04231600	2000-04-28	5930	A
USGS	04231600	2000-04-29	4810	A
USGS	04231600	2000-04-30	3740	A
USGS	04231600	2000-05-01	2750	A
USGS	04231600	2000-05-02	2720	A
USGS	04231600	2000-05-03	2830	A
USGS	04231600	2000-05-04	2560	A
USGS	04231600	2000-05-05	1730	A
USGS	04231600	2000-05-06	1430	A
USGS	04231600	2000-05-07	1350	A
USGS	04231600	2000-05-08	1550	A
USGS	04231600	2000-05-09	3060	A
USGS	04231600	2000-05-10	3480	A
