# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-07-27 19:00:41 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04087240 ROOT RIVER AT RACINE, WI
# -----------------------------------------------------------------------------------
#
# Data provided for site 04087240
#            TS   parameter     statistic     Description
#        153502       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	153502_00060_00003	153502_00060_00003_cd
5s	15s	20d	14n	10s
USGS	04087240	2000-01-01	11.0	A
USGS	04087240	2000-01-02	12.0	A
USGS	04087240	2000-01-03	12.0	A
USGS	04087240	2000-01-04	13.0	A
USGS	04087240	2000-01-05	13.0	A
USGS	04087240	2000-01-06	13.0	A
USGS	04087240	2000-01-07	13.0	A
USGS	04087240	2000-01-08	12.0	A
USGS	04087240	2000-01-09	11.0	A
USGS	04087240	2000-01-10	13.0	A
USGS	04087240	2000-01-11	16.0	A
USGS	04087240	2000-01-12	23.0	A
USGS	04087240	2000-01-13	32.0	A
USGS	04087240	2000-01-14	24.0	A
USGS	04087240	2000-01-15	22.0	A
USGS	04087240	2000-01-16	20.0	A
USGS	04087240	2000-01-17	17.0	A
USGS	04087240	2000-01-18	16.0	A
USGS	04087240	2000-01-19	15.0	A
USGS	04087240	2000-01-20	15.0	A
USGS	04087240	2000-01-21	14.0	A
USGS	04087240	2000-01-22	12.0	A
USGS	04087240	2000-01-23	11.0	A
USGS	04087240	2000-01-24	10.0	A:e
USGS	04087240	2000-01-25	9.30	A
