# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-07-27 18:59:05 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04071765 OCONTO RIVER NEAR OCONTO, WI
# -----------------------------------------------------------------------------------
#
# Data provided for site 04071765
#            TS   parameter     statistic     Description
#        152431       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	152431_00060_00003	152431_00060_00003_cd
5s	15s	20d	14n	10s
USGS	04071765	2000-01-01	230	A:e
USGS	04071765	2000-01-02	250	A:e
USGS	04071765	2000-01-03	240	A:e
USGS	04071765	2000-01-04	230	A:e
USGS	04071765	2000-01-05	240	A:e
USGS	04071765	2000-01-06	240	A:e
USGS	04071765	2000-01-07	230	A:e
USGS	04071765	2000-01-08	300	A:e
USGS	04071765	2000-01-09	250	A:e
USGS	04071765	2000-01-10	230	A:e
USGS	04071765	2000-01-11	240	A:e
USGS	04071765	2000-01-12	260	A:e
USGS	04071765	2000-01-13	260	A:e
USGS	04071765	2000-01-14	240	A:e
USGS	04071765	2000-01-15	250	A:e
USGS	04071765	2000-01-16	250	A:e
USGS	04071765	2000-01-17	250	A:e
USGS	04071765	2000-01-18	250	A:e
USGS	04071765	2000-01-19	240	A:e
USGS	04071765	2000-01-20	250	A:e
USGS	04071765	2000-01-21	240	A:e
USGS	04071765	2000-01-22	230	A:e
USGS	04071765	2000-01-23	230	A:e
USGS	04071765	2000-01-24	220	A:e
USGS	04071765	2000-01-25	220	A:e
USGS	04071765	2000-01-26	230	A:e
USGS	04071765	2000-01-27	230	A:e
USGS	04071765	2000-01-28	220	A:e
USGS	04071765	2000-01-29	230	A:e
USGS	04071765	2000-01-30	230	A:e
USGS	04071765	2000-01-31	230	A:e
USGS	04071765	2000-02-01	230	A:e
USGS	04071765	2000-02-02	230	A:e
USGS	04071765	2000-02-03	230	A:e
USGS	04071765	2000-02-04	240	A:e
USGS	04071765	2000-02-05	240	A:e
USGS	04071765	2000-02-06	240	A:e
USGS	04071765	2000-02-07	240	A:e
USGS	04071765	2000-02-08	240	A:e
USGS	04071765	2000-02-09	240	A:e
USGS	04071765	2000-02-10	240	A:e
USGS	04071765	2000-02-11	240	A:e
USGS	04071765	2000-02-12	230	A:e
USGS	04071765	2000-02-13	240	A:e
USGS	04071765	2000-02-14	240	A:e
USGS	04071765	2000-02-15	240	A:e
USGS	04071765	2000-02-16	240	A:e
USGS	04071765	2000-02-17	240	A:e
USGS	04071765	2000-02-18	240	A:e
USGS	04071765	2000-02-19	240	A:e
USGS	04071765	2000-02-20	240	A:e
USGS	04071765	2000-02-21	240	A:e
USGS	04071765	2000-02-22	240	A:e
USGS	04071765	2000-02-23	240	A:e
USGS	04071765	2000-02-24	250	A:e
