# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-07-27 19:00:47 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04166500 RIVER ROUGE AT DETROIT, MI
# -----------------------------------------------------------------------------------
#
# Data provided for site 04166500
#            TS   parameter     statistic     Description
#         71183       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	71183_00060_00003	71183_00060_00003_cd
5s	15s	20d	14n	10s
USGS	04166500	2000-01-01	45.0	A:e
USGS	04166500	2000-01-02	53.0	A
USGS	04166500	2000-01-03	85.0	A
USGS	04166500	2000-01-04	203	A
USGS	04166500	2000-01-05	128	A
USGS	04166500	2000-01-06	77.0	A
USGS	04166500	2000-01-07	63.0	A
USGS	04166500	2000-01-08	52.0	A
USGS	04166500	2000-01-09	83.0	A
USGS	04166500	2000-01-10	192	A
USGS	04166500	2000-01-11	181	A
USGS	04166500	2000-01-12	106	A
USGS	04166500	2000-01-13	79.0	A
USGS	04166500	2000-01-14	61.0	A
USGS	04166500	2000-01-15	66.0	A:e
USGS	04166500	2000-01-16	56.0	A:e
USGS	04166500	2000-01-17	52.0	A:e
USGS	04166500	2000-01-18	50.0	A:e
USGS	04166500	2000-01-19	54.0	A:e
USGS	04166500	2000-01-20	54.0	A:e
USGS	04166500	2000-01-21	52.0	A:e
USGS	04166500	2000-01-22	49.0	A:e
USGS	04166500	2000-01-23	47.0	A:e
USGS	04166500	2000-01-24	45.0	A:e
USGS	04166500	2000-01-25	44.0	A:e
USGS	04166500	2000-01-26	43.0	A:e
USGS	04166500	2000-01-27	42.0	A:e
USGS	04166500	2000-01-28	41.0	A:e
USGS	04166500	2000-01-29	41.0	A:e
USGS	04166500	2000-01-30	42.0	A:e
