# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-07-27 19:01:20 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04198000 Sandusky River near Fremont OH
# -----------------------------------------------------------------------------------
#
# Data provided for site 04198000
#            TS   parameter     statistic     Description
#        109523       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	109523_00060_00003	109523_00060_00003_cd
5s	15s	20d	14n	10s
USGS	04198000	2000-01-01		120	A:e
USGS	04198000	2000-01-02		110	A:e
USGS	04198000	2000-01-03		110	A:e
USGS	04198000	2000-01-04		1500	A
USGS	04198000	2000-01-05		3490	A
USGS	04198000	2000-01-06		3280	A
USGS	04198000	2000-01-07		1780	A
USGS	04198000	2000-01-08		907	A
USGS	04198000	2000-01-09		606	A
USGS	04198000	2000-01-10		473	A
USGS	04198000	2000-01-11		400	A
USGS	04198000	2000-01-12		391	A
USGS	04198000	2000-01-13		374	A
USGS	04198000	2000-01-14		319	A
USGS	04198000	2000-01-15		266	A
USGS	04198000	2000-01-16		216	A
USGS	04198000	2000-01-17		190	A:e
USGS	04198000	2000-01-18		180	A:e
USGS	04198000	2000-01-19		170	A:e
USGS	04198000	2000-01-20		160	A:e
USGS	04198000	2000-01-21		150	A:e
USGS	04198000	2000-01-22		140	A:e
USGS	04198000	2000-01-23		130	A:e
USGS	04198000	2000-01-24		120	A:e
USGS	04198000	2000-01-25		120	A:e
USGS	04198000	2000-01-26		110	A:e
USGS	04198000	2000-01-27		110	A:e
USGS	04198000	2000-01-28		100	A:e
USGS	04198000	2000-01-29		100	A:e
USGS	04198000	2000-01-30		94.0	A:e
USGS	04198000	2000-01-31		90.0	A:e
USGS	04198000	2000-02-01		84.0	A:e
USGS	04198000	2000-02-02		78.0	A:e
USGS	04198000	2000-02-03		76.0	A:e
USGS	04198000	2000-02-04		72.0	A:e
USGS	04198000	2000-02-05		70.0	A:e
USGS	04198000	2000-02-06		66.0	A:e
USGS	04198000	2000-02-07		64.0	A:e
USGS	04198000	2000-02-08		62.0	A:e
USGS	04198000	2000-02-09		60.0	A:e
USGS	04198000	2000-02-10		90.0	A:e
USGS	04198000	2000-02-11		300	A:e
USGS	04198000	2000-02-12		1800	A:e
USGS	04198000	2000-02-13		2800	A:e
USGS	04198000	2000-02-14		1500	A:e
USGS	04198000	2000-02-15		1000	A:e
USGS	04198000	2000-02-16		800	A:e
USGS	04198000	2000-02-17		1000	A:e
USGS	04198000	2000-02-18		1200	A:e
USGS	04198000	2000-02-19		1600	A:e
USGS	04198000	2000-02-20		2100	A:e
USGS	04198000	2000-02-21		1200	A:e
USGS	04198000	2000-02-22		1000	A:e
USGS	04198000	2000-02-23		2500	A:e
USGS	04198000	2000-02-24		6600	A:e
USGS	04198000	2000-02-25		7930	A
USGS	04198000	2000-02-26		6000	A
USGS	04198000	2000-02-27		3710	A
USGS	04198000	2000-02-28		2360	A
USGS	04198000	2000-02-29		1620	A
USGS	04198000	2000-03-01		1190	A
USGS	04198000	2000-03-02		881	A
USGS	04198000	2000-03-03		696	A
USGS	04198000	2000-03-04		580	A
USGS	04198000	2000-03-05		498	A
USGS	04198000	2000-03-06		431	A
USGS	04198000	2000-03-07		378	A
USGS	04198000	2000-03-08		338	A
USGS	04198000	2000-03-09		314	A
USGS	04198000	2000-03-10		289	A
USGS	04198000	2000-03-11		265	A
USGS	04198000	2000-03-12		267	A
USGS	04198000	2000-03-13		255	A
USGS	04198000	2000-03-14		318	A
USGS	04198000	2000-03-15		412	A
USGS	04198000	2000-03-16		393	A
USGS	04198000	2000-03-17		462	A
USGS	04198000	2000-03-18		468	A
USGS	04198000	2000-03-19		429	A
USGS	04198000	2000-03-20		840	A
USGS	04198000	2000-03-21		2130	A
USGS	04198000	2000-03-22		2100	A
USGS	04198000	2000-03-23		1600	A
USGS	04198000	2000-03-24		1020	A
USGS	04198000	2000-03-25		755	A
USGS	04198000	2000-03-26		606	A
USGS	04198000	2000-03-27		562	A
USGS	04198000	2000-03-28		577	A
USGS	04198000	2000-03-29		653	A
USGS	04198000	2000-03-30		659	A
USGS	04198000	2000-03-31		602	A
USGS	04198000	2000-04-01		514	A
USGS	04198000	2000-04-02		447	A
USGS	04198000	2000-04-03		495	A
USGS	04198000	2000-04-04		755	A
USGS	04198000	2000-04-05		1390	A
USGS	04198000	2000-04-06		1710	A
USGS	04198000	2000-04-07		1170	A
USGS	04198000	2000-04-08		8370	A
USGS	04198000	2000-04-09		10800	A
USGS	04198000	2000-04-10		8220	A
USGS	04198000	2000-04-11		6530	A
USGS	04198000	2000-04-12		3280	A
USGS	04198000	2000-04-13		1690	A
USGS	04198000	2000-04-14		1210	A
USGS	04198000	2000-04-15		936	A
USGS	04198000	2000-04-16		763	A
USGS	04198000	2000-04-17		651	A
USGS	04198000	2000-04-18		579	A
USGS	04198000	2000-04-19		555	A
USGS	04198000	2000-04-20		715	A
USGS	04198000	2000-04-21		1310	A
USGS	04198000	2000-04-22		1040	A
USGS	04198000	2000-04-23		1550	A
USGS	04198000	2000-04-24		1660	A
USGS	04198000	2000-04-25		1140	A
USGS	04198000	2000-04-26		780	A
USGS	04198000	2000-04-27		615	A
USGS	04198000	2000-04-28		515	A
USGS	04198000	2000-04-29		451	A
USGS	04198000	2000-04-30		409	A
USGS	04198000	2000-05-01		407	A
USGS	04198000	2000-05-02		711	A
USGS	04198000	2000-05-03		817	A
USGS	04198000	2000-05-04		740	A
USGS	04198000	2000-05-05		735	A
USGS	04198000	2000-05-06		664	A
USGS	04198000	2000-05-07		593	A
USGS	04198000	2000-05-08		545	A
USGS	04198000	2000-05-09		497	A
USGS	04198000	2000-05-10		457	A
USGS	04198000	2000-05-11		396	A
USGS	04198000	2000-05-12		626	A
USGS	04198000	2000-05-13		516	A
USGS	04198000	2000-05-14		352	A
USGS	04198000	2000-05-15		270	A
USGS	04198000	2000-05-16		223	A
USGS	04198000	2000-05-17		200	A
USGS	04198000	2000-05-18		185	A
USGS	04198000	2000-05-19		606	A
USGS	04198000	2000-05-20		1390	A
USGS	04198000	2000-05-21		1820	A
USGS	04198000	2000-05-22		1230	A
USGS	04198000	2000-05-23		769	A
USGS	04198000	2000-05-24		1210	A
USGS	04198000	2000-05-25		1530	A
USGS	04198000	2000-05-26		996	A
USGS	04198000	2000-05-27		570	A
USGS	04198000	2000-05-28		924	A
USGS	04198000	2000-05-29		5870	A
USGS	04198000	2000-05-30		5380	A
USGS	04198000	2000-05-31		4100	A:e
USGS	04198000	2000-06-01		2200	A:e
USGS	04198000	2000-06-02		1150	A:e
USGS	04198000	2000-06-03		688	A
USGS	04198000	2000-06-04		498	A
USGS	04198000	2000-06-05		434	A
USGS	04198000	2000-06-06		1670	A
USGS	04198000	2000-06-07		1800	A:e
USGS	04198000	2000-06-08		1940	A:e
USGS	04198000	2000-06-09		1000	A:e
USGS	04198000	2000-06-10		610	A:e
USGS	04198000	2000-06-11		440	A:e
USGS	04198000	2000-06-12		350	A:e
USGS	04198000	2000-06-13		330	A:e
USGS	04198000	2000-06-14		370	A:e
USGS	04198000	2000-06-15		960	A:e
USGS	04198000	2000-06-16		1510	A:e
USGS	04198000	2000-06-17		2230	A
USGS	04198000	2000-06-18		4660	A
USGS	04198000	2000-06-19		9250	A
USGS	04198000	2000-06-20		6270	A
USGS	04198000	2000-06-21		5150	A
USGS	04198000	2000-06-22		2660	A
USGS	04198000	2000-06-23		1550	A
USGS	04198000	2000-06-24		1100	A
USGS	04198000	2000-06-25		1450	A
USGS	04198000	2000-06-26		1080	A
USGS	04198000	2000-06-27		636	A
USGS	04198000	2000-06-28		453	A
USGS	04198000	2000-06-29		359	A
USGS	04198000	2000-06-30		294	A
USGS	04198000	2000-07-01		242	A
USGS	04198000	2000-07-02		205	A
USGS	04198000	2000-07-03		214	A
USGS	04198000	2000-07-04		434	A
USGS	04198000	2000-07-05		829	A
USGS	04198000	2000-07-06		888	A
USGS	04198000	2000-07-07		600	A
USGS	04198000	2000-07-08		365	A
USGS	04198000	2000-07-09		251	A
USGS	04198000	2000-07-10		199	A
USGS	04198000	2000-07-11		184	A
USGS	04198000	2000-07-12		161	A
USGS	04198000	2000-07-13		138	A
USGS	04198000	2000-07-14		131	A
USGS	04198000	2000-07-15		163	A
USGS	04198000	2000-07-16		324	A
USGS	04198000	2000-07-17		467	A
USGS	04198000	2000-07-18		333	A
USGS	04198000	2000-07-19		237	A
USGS	04198000	2000-07-20		178	A
USGS	04198000	2000-07-21		225	A
USGS	04198000	2000-07-22		178	A
USGS	04198000	2000-07-23		127	A
USGS	04198000	2000-07-24		101	A
USGS	04198000	2000-07-25		82.0	A
USGS	04198000	2000-07-26		70.0	A
USGS	04198000	2000-07-27		63.0	A
USGS	04198000	2000-07-28		59.0	A
USGS	04198000	2000-07-29		101	A
USGS	04198000	2000-07-30		2040	A
USGS	04198000	2000-07-31		1150	A
USGS	04198000	2000-08-01		691	A
USGS	04198000	2000-08-02		839	A
USGS	04198000	2000-08-03		628	A
USGS	04198000	2000-08-04		453	A
USGS	04198000	2000-08-05		292	A
USGS	04198000	2000-08-06		405	A
USGS	04198000	2000-08-07		858	A
USGS	04198000	2000-08-08		1640	A
USGS	04198000	2000-08-09		1510	A
USGS	04198000	2000-08-10		753	A
USGS	04198000	2000-08-11		431	A
USGS	04198000	2000-08-12		291	A
USGS	04198000	2000-08-13		212	A
USGS	04198000	2000-08-14		169	A
USGS	04198000	2000-08-15		144	A
USGS	04198000	2000-08-16		125	A
USGS	04198000	2000-08-17		112	A
USGS	04198000	2000-08-18		106	A
USGS	04198000	2000-08-19		101	A
USGS	04198000	2000-08-20		97.0	A
USGS	04198000	2000-08-21		91.0	A
USGS	04198000	2000-08-22		90.0	A
USGS	04198000	2000-08-23		380	A
USGS	04198000	2000-08-24		2310	A
USGS	04198000	2000-08-25		3120	A
USGS	04198000	2000-08-26		1970	A
USGS	04198000	2000-08-27		1010	A
USGS	04198000	2000-08-28		602	A
USGS	04198000	2000-08-29		380	A
USGS	04198000	2000-08-30		255	A
USGS	04198000	2000-08-31		184	A
USGS	04198000	2000-09-01		151	A
USGS	04198000	2000-09-02		120	A
USGS	04198000	2000-09-03		98.0	A
USGS	04198000	2000-09-04		83.0	A
USGS	04198000	2000-09-05		70.0	A
USGS	04198000	2000-09-06		60.0	A
USGS	04198000	2000-09-07		52.0	A:e
USGS	04198000	2000-09-08		50.0	A:e
USGS	04198000	2000-09-09		88.0	A:e
USGS	04198000	2000-09-10		240	A:e
USGS	04198000	2000-09-11		400	A:e
USGS	04198000	2000-09-12		900	A:e
USGS	04198000	2000-09-13		1000	A:e
USGS	04198000	2000-09-14		1200	A:e
USGS	04198000	2000-09-15		700	A:e
USGS	04198000	2000-09-16		430	A:e
USGS	04198000	2000-09-17		200	A:e
USGS	04198000	2000-09-18		140	A:e
USGS	04198000	2000-09-19		130	A:e
USGS	04198000	2000-09-20		150	A:e
USGS	04198000	2000-09-21		200	A:e
USGS	04198000	2000-09-22		280	A:e
USGS	04198000	2000-09-23		450	A:e
USGS	04198000	2000-09-24		800	A:e
USGS	04198000	2000-09-25		1500	A:e
USGS	04198000	2000-09-26		2500	A
USGS	04198000	2000-09-27		1270	A
USGS	04198000	2000-09-28		723	A
USGS	04198000	2000-09-29		489	A
USGS	04198000	2000-09-30		355	A
USGS	04198000	2000-10-01		273	A
USGS	04198000	2000-10-02		220	A
USGS	04198000	2000-10-03		181	A
USGS	04198000	2000-10-04		156	A
USGS	04198000	2000-10-05		249	A
USGS	04198000	2000-10-06		1730	A
USGS	04198000	2000-10-07		1660	A
USGS	04198000	2000-10-08		1170	A
USGS	04198000	2000-10-09		767	A
USGS	04198000	2000-10-10		517	A
USGS	04198000	2000-10-11		373	A
USGS	04198000	2000-10-12		287	A
USGS	04198000	2000-10-13		238	A
USGS	04198000	2000-10-14		199	A
USGS	04198000	2000-10-15		174	A
USGS	04198000	2000-10-16		158	A
USGS	04198000	2000-10-17		155	A
USGS	04198000	2000-10-18		158	A
USGS	04198000	2000-10-19		174	A
USGS	04198000	2000-10-20		247	A
USGS	04198000	2000-10-21		247	A
USGS	04198000	2000-10-22		209	A
USGS	04198000	2000-10-23		175	A
USGS	04198000	2000-10-24		170	A
USGS	04198000	2000-10-25		225	A
USGS	04198000	2000-10-26		182	A
USGS	04198000	2000-10-27		178	A
USGS	04198000	2000-10-28		165	A
USGS	04198000	2000-10-29		151	A
USGS	04198000	2000-10-30		143	A
USGS	04198000	2000-10-31		135	A
USGS	04198000	2000-11-01		131	A
USGS	04198000	2000-11-02		132	A
USGS	04198000	2000-11-03		142	A
USGS	04198000	2000-11-04		144	A
USGS	04198000	2000-11-05		131	A
USGS	04198000	2000-11-06		126	A
USGS	04198000	2000-11-07		134	A
USGS	04198000	2000-11-08		152	A
USGS	04198000	2000-11-09		184	A
USGS	04198000	2000-11-10		461	A
USGS	04198000	2000-11-11		815	A
USGS	04198000	2000-11-12		1150	A
USGS	04198000	2000-11-13		919	A
USGS	04198000	2000-11-14		642	A
USGS	04198000	2000-11-15		465	A
USGS	04198000	2000-11-16		370	A
USGS	04198000	2000-11-17		306	A
USGS	04198000	2000-11-18		266	A
USGS	04198000	2000-11-19		227	A
USGS	04198000	2000-11-20		206	A
USGS	04198000	2000-11-21		181	A
USGS	04198000	2000-11-22		162	A
USGS	04198000	2000-11-23		144	A
USGS	04198000	2000-11-24		146	A
USGS	04198000	2000-11-25		142	A
USGS	04198000	2000-11-26		159	A
USGS	04198000	2000-11-27		177	A
USGS	04198000	2000-11-28		197	A
USGS	04198000	2000-11-29		213	A
USGS	04198000	2000-11-30		233	A
USGS	04198000	2000-12-01		255	A
USGS	04198000	2000-12-02		242	A
USGS	04198000	2000-12-03		233	A
USGS	04198000	2000-12-04		210	A:e
USGS	04198000	2000-12-05		190	A:e
USGS	04198000	2000-12-06		160	A:e
USGS	04198000	2000-12-07		150	A:e
USGS	04198000	2000-12-08		280	A:e
USGS	04198000	2000-12-09		862	A
