# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-07-27 18:59:42 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04137500 AU SABLE RIVER NEAR AU SABLE, MI
# -----------------------------------------------------------------------------------
#
# Data provided for site 04137500
#            TS   parameter     statistic     Description
#         70751       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	70751_00060_00003	70751_00060_00003_cd
5s	15s	20d	14n	10s
USGS	04137500	2000-01-01	1010	A
USGS	04137500	2000-01-02	1030	A
USGS	04137500	2000-01-03	1070	A
USGS	04137500	2000-01-04	1020	A
USGS	04137500	2000-01-05	1030	A
USGS	04137500	2000-01-06	1040	A
USGS	04137500	2000-01-07	1050	A
USGS	04137500	2000-01-08	1080	A
USGS	04137500	2000-01-09	1110	A
USGS	04137500	2000-01-10	1090	A
USGS	04137500	2000-01-11	1070	A
USGS	04137500	2000-01-12	1080	A
USGS	04137500	2000-01-13	1050	A
USGS	04137500	2000-01-14	1030	A
USGS	04137500	2000-01-15	1020	A
USGS	04137500	2000-01-16	1080	A
USGS	04137500	2000-01-17	933	A
USGS	04137500	2000-01-18	942	A
USGS	04137500	2000-01-19	1010	A
USGS	04137500	2000-01-20	952	A
USGS	04137500	2000-01-21	884	A
USGS	04137500	2000-01-22	791	A
USGS	04137500	2000-01-23	800	A
USGS	04137500	2000-01-24	843	A
USGS	04137500	2000-01-25	965	A
USGS	04137500	2000-01-26	987	A
USGS	04137500	2000-01-27	978	A
USGS	04137500	2000-01-28	827	A
USGS	04137500	2000-01-29	815	A
USGS	04137500	2000-01-30	1000	A
USGS	04137500	2000-01-31	1100	A
USGS	04137500	2000-02-01	1040	A
USGS	04137500	2000-02-02	972	A
USGS	04137500	2000-02-03	958	A
USGS	04137500	2000-02-04	1020	A
USGS	04137500	2000-02-05	1070	A
USGS	04137500	2000-02-06	979	A
USGS	04137500	2000-02-07	930	A
USGS	04137500	2000-02-08	1020	A
USGS	04137500	2000-02-09	1080	A
USGS	04137500	2000-02-10	1040	A
USGS	04137500	2000-02-11	1030	A
USGS	04137500	2000-02-12	1000	A
USGS	04137500	2000-02-13	932	A
USGS	04137500	2000-02-14	1000	A
USGS	04137500	2000-02-15	1070	A
USGS	04137500	2000-02-16	1070	A
USGS	04137500	2000-02-17	931	A
USGS	04137500	2000-02-18	902	A
USGS	04137500	2000-02-19	1080	A
USGS	04137500	2000-02-20	1110	A
USGS	04137500	2000-02-21	1100	A
USGS	04137500	2000-02-22	1160	A
USGS	04137500	2000-02-23	1210	A
USGS	04137500	2000-02-24	1350	A
USGS	04137500	2000-02-25	1640	A
USGS	04137500	2000-02-26	1690	A
USGS	04137500	2000-02-27	2160	A
USGS	04137500	2000-02-28	2030	A
USGS	04137500	2000-02-29	1620	A
USGS	04137500	2000-03-01	1800	A
USGS	04137500	2000-03-02	1710	A
USGS	04137500	2000-03-03	1420	A
USGS	04137500	2000-03-04	1470	A
USGS	04137500	2000-03-05	1450	A
USGS	04137500	2000-03-06	1420	A
USGS	04137500	2000-03-07	1280	A
USGS	04137500	2000-03-08	1150	A
USGS	04137500	2000-03-09	1190	A
USGS	04137500	2000-03-10	1200	A
USGS	04137500	2000-03-11	1330	A
USGS	04137500	2000-03-12	1490	A
USGS	04137500	2000-03-13	1400	A
USGS	04137500	2000-03-14	1190	A
USGS	04137500	2000-03-15	1380	A
USGS	04137500	2000-03-16	1400	A
USGS	04137500	2000-03-17	1260	A
USGS	04137500	2000-03-18	1160	A
USGS	04137500	2000-03-19	1160	A
USGS	04137500	2000-03-20	1160	A
USGS	04137500	2000-03-21	1120	A
USGS	04137500	2000-03-22	1150	A
