# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-08-07 13:04:21 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04213000 Conneaut Creek at Conneaut OH
# -----------------------------------------------------------------------------------
#
# Data provided for site 04213000
#            TS   parameter     statistic     Description
#        109701       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	109701_00060_00003	109701_00060_00003_cd
5s	15s	20d	14n	10s
USGS	04213000	1922-07-01	25.0	A
USGS	04213000	1922-07-02	25.0	A
USGS	04213000	1922-07-03	25.0	A
USGS	04213000	1922-07-04	25.0	A
USGS	04213000	1922-07-05	5.20	A
USGS	04213000	1922-07-06	24.0	A
USGS	04213000	1922-07-07	12.6	A
USGS	04213000	1922-07-08	30.0	A
USGS	04213000	1922-07-09	17.5	A
USGS	04213000	1922-07-10	2.90	A
USGS	04213000	1922-07-11	28.0	A
USGS	04213000	1922-07-12	13.7	A
USGS	04213000	1922-07-13	11.6	A
USGS	04213000	1922-07-14	24.0	A
USGS	04213000	1922-07-15	32.0	A
USGS	04213000	1922-07-16	24.0	A
USGS	04213000	1922-07-17	10.6	A
USGS	04213000	1922-07-18	41.0	A
USGS	04213000	1922-07-19	35.0	A
USGS	04213000	1922-07-20	60.0	A
USGS	04213000	1922-07-21	38.0	A
USGS	04213000	1922-07-22	33.0	A
USGS	04213000	1922-07-23	27.0	A
USGS	04213000	1922-07-24	18.9	A
USGS	04213000	1922-07-25	16.2	A
USGS	04213000	1922-07-26	28.0	A
USGS	04213000	1922-07-27	9.70	A
USGS	04213000	1922-07-28	25.0	A
USGS	04213000	1922-07-29	6.20	A
USGS	04213000	1922-07-30	8.90	A
USGS	04213000	1922-07-31	5.70	A
USGS	04213000	1922-08-01	33.0	A
USGS	04213000	1922-08-02	400	A
USGS	04213000	1922-08-03	142	A
USGS	04213000	1922-08-04	79.0	A
USGS	04213000	1922-08-05	47.0	A
USGS	04213000	1922-08-06	11.6	A
USGS	04213000	1922-08-07	32.0	A
USGS	04213000	1922-08-08	27.0	A
USGS	04213000	1922-08-09	17.5	A
USGS	04213000	1922-08-10	35.0	A
USGS	04213000	1922-08-11	10.6	A
USGS	04213000	1922-08-12	32.0	A
USGS	04213000	1922-08-13	38.0	A
USGS	04213000	1922-08-14	5.70	A
USGS	04213000	1922-08-15	10.6	A
USGS	04213000	1922-08-16	27.0	A
USGS	04213000	1922-08-17	8.20	A
USGS	04213000	1922-08-18	7.40	A
USGS	04213000	1922-08-19	4.80	A
USGS	04213000	1922-08-20	4.80	A
USGS	04213000	1922-08-21	6.80	A
USGS	04213000	1922-08-22	3.50	A
USGS	04213000	1922-08-23	4.80	A
USGS	04213000	1922-08-24	6.20	A
USGS	04213000	1922-08-25	8.90	A
USGS	04213000	1922-08-26	30.0	A
USGS	04213000	1922-08-27	11.6	A
USGS	04213000	1922-08-28	6.20	A
USGS	04213000	1922-08-29	14.9	A
USGS	04213000	1922-08-30	10.6	A
USGS	04213000	1922-08-31	14.9	A
USGS	04213000	1922-09-01	18.9	A
USGS	04213000	1922-09-02	41.0	A
USGS	04213000	1922-09-03	38.0	A
USGS	04213000	1922-09-04	8.20	A
USGS	04213000	1922-09-05	6.20	A
USGS	04213000	1922-09-06	35.0	A
USGS	04213000	1922-09-07	8.90	A
USGS	04213000	1922-09-08	7.40	A
USGS	04213000	1922-09-09	6.20	A
USGS	04213000	1922-09-10	5.20	A
USGS	04213000	1922-09-11	22.0	A
USGS	04213000	1922-09-12	30.0	A
USGS	04213000	1922-09-13	30.0	A
USGS	04213000	1922-09-14	14.9	A
USGS	04213000	1922-09-15	22.0	A
USGS	04213000	1922-09-16	35.0	A
USGS	04213000	1922-09-17	10.6	A
USGS	04213000	1922-09-18	7.40	A
USGS	04213000	1922-09-19	10.6	A
USGS	04213000	1922-09-20	13.7	A
USGS	04213000	1922-09-21	12.6	A
USGS	04213000	1922-09-22	8.20	A
USGS	04213000	1922-09-23	6.20	A
USGS	04213000	1922-09-24	6.20	A
USGS	04213000	1922-09-25	5.20	A
USGS	04213000	1922-09-26	5.20	A
USGS	04213000	1922-09-27	5.70	A
USGS	04213000	1922-09-28	4.50	A
USGS	04213000	1922-09-29	4.80	A
USGS	04213000	1922-09-30	6.20	A
USGS	04213000	1922-10-01	5.70	A
USGS	04213000	1922-10-02	5.20	A
USGS	04213000	1922-10-03	4.50	A
USGS	04213000	1922-10-04	5.70	A
USGS	04213000	1922-10-05	5.70	A
USGS	04213000	1922-10-06	3.90	A
USGS	04213000	1922-10-07	3.90	A
USGS	04213000	1922-10-08	5.20	A
USGS	04213000	1922-10-09	11.0	A
USGS	04213000	1922-10-10	15.0	A
USGS	04213000	1922-10-11	16.0	A
USGS	04213000	1922-10-12	9.70	A
USGS	04213000	1922-10-13	13.0	A
USGS	04213000	1922-10-14	9.70	A
USGS	04213000	1922-10-15	6.80	A
USGS	04213000	1922-10-16	6.20	A
USGS	04213000	1922-10-17	7.40	A
USGS	04213000	1922-10-18	24.0	A
USGS	04213000	1922-10-19	6.80	A
USGS	04213000	1922-10-20	15.0	A
USGS	04213000	1922-10-21	6.80	A
USGS	04213000	1922-10-22	8.90	A
USGS	04213000	1922-10-23	16.0	A
USGS	04213000	1922-10-24	25.0	A
USGS	04213000	1922-10-25	15.0	A
USGS	04213000	1922-10-26	7.40	A
USGS	04213000	1922-10-27	5.20	A
USGS	04213000	1922-10-28	6.20	A
USGS	04213000	1922-10-29	13.0	A
USGS	04213000	1922-10-30	17.0	A
USGS	04213000	1922-10-31	13.0	A
USGS	04213000	1922-11-01	11.0	A
USGS	04213000	1922-11-02	8.90	A
USGS	04213000	1922-11-03	24.0	A
USGS	04213000	1922-11-04	40.0	A
USGS	04213000	1922-11-05	16.0	A
USGS	04213000	1922-11-06	36.0	A
USGS	04213000	1922-11-07	32.0	A
USGS	04213000	1922-11-08	38.0	A
USGS	04213000	1922-11-09	32.0	A
USGS	04213000	1922-11-10	32.0	A
USGS	04213000	1922-11-11	28.0	A
USGS	04213000	1922-11-12	54.0	A
USGS	04213000	1922-11-13	40.0	A
USGS	04213000	1922-11-14	56.0	A
USGS	04213000	1922-11-15	58.0	A
USGS	04213000	1922-11-16	47.0	A
USGS	04213000	1922-11-17	52.0	A
USGS	04213000	1922-11-18	48.0	A
USGS	04213000	1922-11-19	50.0	A
USGS	04213000	1922-11-20	40.0	A
USGS	04213000	1922-11-21	38.0	A
USGS	04213000	1922-11-22	50.0	A
USGS	04213000	1922-11-23	50.0	A
USGS	04213000	1922-11-24	54.0	A
USGS	04213000	1922-11-25	52.0	A
USGS	04213000	1922-11-26	54.0	A
USGS	04213000	1922-11-27	47.0	A
USGS	04213000	1922-11-28	58.0	A
USGS	04213000	1922-11-29	47.0	A
USGS	04213000	1922-11-30	38.0	A
USGS	04213000	1922-12-01	43.0	A
USGS	04213000	1922-12-02	64.0	A
USGS	04213000	1922-12-03	132	A
USGS	04213000	1922-12-04	88.0	A
USGS	04213000	1922-12-05	91.0	A
USGS	04213000	1922-12-06	75.0	A
USGS	04213000	1922-12-07	77.0	A
USGS	04213000	1922-12-08	77.0	A
USGS	04213000	1922-12-09	75.0	A
USGS	04213000	1922-12-10	168	A
USGS	04213000	1922-12-11	159	A
USGS	04213000	1922-12-12	95.0	A
USGS	04213000	1922-12-13	62.0	A
USGS	04213000	1922-12-14	70.0	A
USGS	04213000	1922-12-15	50.0	A
USGS	04213000	1922-12-16	98.0	A
USGS	04213000	1922-12-17	115	A
USGS	04213000	1922-12-18	95.0	A
USGS	04213000	1922-12-19	86.0	A
USGS	04213000	1922-12-20	108	A
USGS	04213000	1922-12-21	102	A
USGS	04213000	1922-12-22	140	A
USGS	04213000	1922-12-23	145	A
USGS	04213000	1922-12-24	128	A
USGS	04213000	1922-12-25	108	A
USGS	04213000	1922-12-26	159	A
USGS	04213000	1922-12-27	257	A
USGS	04213000	1922-12-28	590	A
USGS	04213000	1922-12-29	838	A
USGS	04213000	1922-12-30	530	A
USGS	04213000	1922-12-31	352	A
USGS	04213000	1923-01-01	655	A
USGS	04213000	1923-01-02	1130	A
USGS	04213000	1923-01-03	590	A
USGS	04213000	1923-01-04	475	A
USGS	04213000	1923-01-05	400	A
USGS	04213000	1923-01-06	231	A
USGS	04213000	1923-01-07	132	A
USGS	04213000	1923-01-08	159	A
USGS	04213000	1923-01-09	210	A
USGS	04213000	1923-01-10	132	A
USGS	04213000	1923-01-11	140	A
USGS	04213000	1923-01-12	148	A
USGS	04213000	1923-01-13	148	A
USGS	04213000	1923-01-14	145	A
USGS	04213000	1923-01-15	400	A
USGS	04213000	1923-01-16	1410	A
USGS	04213000	1923-01-17	2420	A
USGS	04213000	1923-01-18	1900	A
USGS	04213000	1923-01-19	2200	A
USGS	04213000	1923-01-20	2640	A
USGS	04213000	1923-01-21	1500	A
USGS	04213000	1923-01-22	2420	A
USGS	04213000	1923-01-23	1310	A
USGS	04213000	1923-01-24	622	A
USGS	04213000	1923-01-25	352	A
USGS	04213000	1923-01-26	277	A
USGS	04213000	1923-01-27	238	A
USGS	04213000	1923-01-28	189	A
USGS	04213000	1923-01-29	220	A
USGS	04213000	1923-01-30	257	A
USGS	04213000	1923-01-31	220	A
USGS	04213000	1923-02-01	224	A
USGS	04213000	1923-02-02	352	A
USGS	04213000	1923-02-03	400	A
USGS	04213000	1923-02-04	1310	A
USGS	04213000	1923-02-05	655	A
USGS	04213000	1923-02-06	330	A
USGS	04213000	1923-02-07	1130	A
USGS	04213000	1923-02-08	955	A
USGS	04213000	1923-02-09	530	A
USGS	04213000	1923-02-10	425	A
USGS	04213000	1923-02-11	352	A
USGS	04213000	1923-02-12	285	A
USGS	04213000	1923-02-13	502	A
USGS	04213000	1923-02-14	875	A
USGS	04213000	1923-02-15	250	A
USGS	04213000	1923-02-16	250	A
USGS	04213000	1923-02-17	250	A
USGS	04213000	1923-02-18	250	A
USGS	04213000	1923-02-19	250	A
USGS	04213000	1923-02-20	250	A
USGS	04213000	1923-02-21	250	A
USGS	04213000	1923-02-22	250	A
USGS	04213000	1923-02-23	250	A
USGS	04213000	1923-02-24	250	A
USGS	04213000	1923-02-25	250	A
USGS	04213000	1923-02-26	250	A
USGS	04213000	1923-02-27	250	A
USGS	04213000	1923-02-28	250	A
USGS	04213000	1923-03-01	300	A
USGS	04213000	1923-03-02	300	A
USGS	04213000	1923-03-03	300	A
USGS	04213000	1923-03-04	2530	A
USGS	04213000	1923-03-05	2310	A
USGS	04213000	1923-03-06	800	A
USGS	04213000	1923-03-07	352	A
USGS	04213000	1923-03-08	231	A
USGS	04213000	1923-03-09	220	A
USGS	04213000	1923-03-10	352	A
USGS	04213000	1923-03-11	1220	A
USGS	04213000	1923-03-12	1700	A
USGS	04213000	1923-03-13	2000	A
USGS	04213000	1923-03-14	655	A
USGS	04213000	1923-03-15	330	A
USGS	04213000	1923-03-16	352	A
USGS	04213000	1923-03-17	875	A
USGS	04213000	1923-03-18	375	A
USGS	04213000	1923-03-19	261	A
USGS	04213000	1923-03-20	201	A
USGS	04213000	1923-03-21	180	A
USGS	04213000	1923-03-22	207	A
USGS	04213000	1923-03-23	450	A
USGS	04213000	1923-03-24	655	A
USGS	04213000	1923-03-25	308	A
USGS	04213000	1923-03-26	217	A
USGS	04213000	1923-03-27	156	A
USGS	04213000	1923-03-28	128	A
USGS	04213000	1923-03-29	112	A
USGS	04213000	1923-03-30	95.0	A
USGS	04213000	1923-03-31	75.0	A
USGS	04213000	1923-04-01	122	A
USGS	04213000	1923-04-02	110	A
USGS	04213000	1923-04-03	102	A
USGS	04213000	1923-04-04	231	A
USGS	04213000	1923-04-05	1600	A
USGS	04213000	1923-04-06	1800	A
USGS	04213000	1923-04-07	690	A
USGS	04213000	1923-04-08	375	A
USGS	04213000	1923-04-09	249	A
USGS	04213000	1923-04-10	198	A
USGS	04213000	1923-04-11	153	A
USGS	04213000	1923-04-12	183	A
USGS	04213000	1923-04-13	138	A
USGS	04213000	1923-04-14	128	A
USGS	04213000	1923-04-15	112	A
USGS	04213000	1923-04-16	115	A
USGS	04213000	1923-04-17	120	A
