# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-08-07 11:18:24 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04159900 MILL CREEK NEAR AVOCA, MI
# -----------------------------------------------------------------------------------
#
# Data provided for site 04159900
#            TS   parameter     statistic     Description
#         70934       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	70934_00060_00003	70934_00060_00003_cd
5s	15s	20d	14n	10s
USGS	04159900	1963-04-01	80.0	A
USGS	04159900	1963-04-02	60.0	A
USGS	04159900	1963-04-03	55.0	A
USGS	04159900	1963-04-04	45.0	A
USGS	04159900	1963-04-05	40.0	A
USGS	04159900	1963-04-06	35.0	A
USGS	04159900	1963-04-07	30.0	A
USGS	04159900	1963-04-08	25.0	A
USGS	04159900	1963-04-09	22.0	A
USGS	04159900	1963-04-10	20.0	A
USGS	04159900	1963-04-11	18.0	A
USGS	04159900	1963-04-12	16.0	A
USGS	04159900	1963-04-13	14.0	A
USGS	04159900	1963-04-14	13.0	A
USGS	04159900	1963-04-15	12.0	A
USGS	04159900	1963-04-16	13.0	A
USGS	04159900	1963-04-17	16.0	A
USGS	04159900	1963-04-18	20.0	A
USGS	04159900	1963-04-19	25.0	A
USGS	04159900	1963-04-20	30.0	A
USGS	04159900	1963-04-21	35.0	A
USGS	04159900	1963-04-22	32.0	A
USGS	04159900	1963-04-23	30.0	A
USGS	04159900	1963-04-24	27.0	A
USGS	04159900	1963-04-25	25.0	A
USGS	04159900	1963-04-26	23.0	A
USGS	04159900	1963-04-27	20.0	A
USGS	04159900	1963-04-28	19.0	A
USGS	04159900	1963-04-29	18.0	A
USGS	04159900	1963-04-30	20.0	A
USGS	04159900	1963-05-01	25.0	A
USGS	04159900	1963-05-02	23.0	A
USGS	04159900	1963-05-03	20.0	A
USGS	04159900	1963-05-04	19.0	A
USGS	04159900	1963-05-05	18.0	A
USGS	04159900	1963-05-06	18.0	A
USGS	04159900	1963-05-07	18.0	A
USGS	04159900	1963-05-08	18.0	A
USGS	04159900	1963-05-09	18.0	A
USGS	04159900	1963-05-10	40.0	A
USGS	04159900	1963-05-11	70.0	A
USGS	04159900	1963-05-12	80.0	A
USGS	04159900	1963-05-13	60.0	A
USGS	04159900	1963-05-14	40.0	A
USGS	04159900	1963-05-15	30.0	A
USGS	04159900	1963-05-16	25.0	A
USGS	04159900	1963-05-17	25.0	A
USGS	04159900	1963-05-18	30.0	A
USGS	04159900	1963-05-19	25.0	A
USGS	04159900	1963-05-20	25.0	A
USGS	04159900	1963-05-21	20.0	A
USGS	04159900	1963-05-22	17.0	A
USGS	04159900	1963-05-23	16.0	A
USGS	04159900	1963-05-24	15.0	A
USGS	04159900	1963-05-25	14.0	A
USGS	04159900	1963-05-26	13.0	A
USGS	04159900	1963-05-27	13.0	A
USGS	04159900	1963-05-28	13.0	A
USGS	04159900	1963-05-29	13.0	A
USGS	04159900	1963-05-30	12.0	A
USGS	04159900	1963-05-31	11.0	A
USGS	04159900	1963-06-01	10.0	A
USGS	04159900	1963-06-02	10.0	A
USGS	04159900	1963-06-03	10.0	A
USGS	04159900	1963-06-04	10.0	A
USGS	04159900	1963-06-05	9.00	A
USGS	04159900	1963-06-06	8.00	A
USGS	04159900	1963-06-07	7.50	A
USGS	04159900	1963-06-08	7.00	A
USGS	04159900	1963-06-09	7.00	A
USGS	04159900	1963-06-10	7.00	A
USGS	04159900	1963-06-11	7.00	A
USGS	04159900	1963-06-12	6.00	A
USGS	04159900	1963-06-13	7.40	A
USGS	04159900	1963-06-14	7.40	A
USGS	04159900	1963-06-15	7.00	A
USGS	04159900	1963-06-16	6.30	A
USGS	04159900	1963-06-17	6.30	A
USGS	04159900	1963-06-18	6.00	A
USGS	04159900	1963-06-19	5.60	A
USGS	04159900	1963-06-20	4.90	A
USGS	04159900	1963-06-21	4.20	A
USGS	04159900	1963-06-22	4.20	A
USGS	04159900	1963-06-23	3.60	A
USGS	04159900	1963-06-24	2.90	A
USGS	04159900	1963-06-25	2.40	A
USGS	04159900	1963-06-26	2.20	A
USGS	04159900	1963-06-27	2.90	A
USGS	04159900	1963-06-28	2.20	A
USGS	04159900	1963-06-29	2.40	A
USGS	04159900	1963-06-30	2.00	A
