# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-08-07 12:55:56 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04199500 Vermilion River near Vermilion OH
# -----------------------------------------------------------------------------------
#
# Data provided for site 04199500
#            TS   parameter     statistic     Description
#        109535       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	109535_00060_00003	109535_00060_00003_cd
5s	15s	20d	14n	10s
USGS	04199500	1950-04-01	259	A
USGS	04199500	1950-04-02	228	A
USGS	04199500	1950-04-03	312	A
USGS	04199500	1950-04-04	673	A
USGS	04199500	1950-04-05	2600	A
USGS	04199500	1950-04-06	1510	A
USGS	04199500	1950-04-07	564	A
USGS	04199500	1950-04-08	275	A
USGS	04199500	1950-04-09	243	A
USGS	04199500	1950-04-10	214	A
USGS	04199500	1950-04-11	275	A
USGS	04199500	1950-04-12	275	A
USGS	04199500	1950-04-13	201	A
USGS	04199500	1950-04-14	188	A
USGS	04199500	1950-04-15	188	A
USGS	04199500	1950-04-16	165	A
USGS	04199500	1950-04-17	144	A
USGS	04199500	1950-04-18	124	A
USGS	04199500	1950-04-19	113	A
USGS	04199500	1950-04-20	110	A
USGS	04199500	1950-04-21	108	A
USGS	04199500	1950-04-22	103	A
USGS	04199500	1950-04-23	644	A
USGS	04199500	1950-04-24	5180	A
USGS	04199500	1950-04-25	1990	A
USGS	04199500	1950-04-26	942	A
USGS	04199500	1950-04-27	463	A
USGS	04199500	1950-04-28	294	A
USGS	04199500	1950-04-29	214	A
USGS	04199500	1950-04-30	1080	A
USGS	04199500	1950-05-01	3810	A
USGS	04199500	1950-05-02	1260	A
USGS	04199500	1950-05-03	528	A
USGS	04199500	1950-05-04	312	A
USGS	04199500	1950-05-05	214	A
USGS	04199500	1950-05-06	165	A
USGS	04199500	1950-05-07	120	A
USGS	04199500	1950-05-08	96.0	A
USGS	04199500	1950-05-09	76.0	A
USGS	04199500	1950-05-10	103	A
USGS	04199500	1950-05-11	89.0	A
USGS	04199500	1950-05-12	106	A
USGS	04199500	1950-05-13	83.0	A
USGS	04199500	1950-05-14	68.0	A
USGS	04199500	1950-05-15	66.0	A
USGS	04199500	1950-05-16	59.0	A
USGS	04199500	1950-05-17	56.0	A
USGS	04199500	1950-05-18	126	A
USGS	04199500	1950-05-19	312	A
USGS	04199500	1950-05-20	188	A
USGS	04199500	1950-05-21	91.0	A
USGS	04199500	1950-05-22	71.0	A
USGS	04199500	1950-05-23	60.0	A
USGS	04199500	1950-05-24	42.0	A
USGS	04199500	1950-05-25	220	A
USGS	04199500	1950-05-26	1700	A
USGS	04199500	1950-05-27	672	A
USGS	04199500	1950-05-28	201	A
USGS	04199500	1950-05-29	128	A
USGS	04199500	1950-05-30	61.0	A
USGS	04199500	1950-05-31	70.0	A
USGS	04199500	1950-06-01	60.0	A
USGS	04199500	1950-06-02	45.0	A
USGS	04199500	1950-06-03	57.0	A
USGS	04199500	1950-06-04	1230	A
USGS	04199500	1950-06-05	1140	A
USGS	04199500	1950-06-06	248	A
USGS	04199500	1950-06-07	130	A
USGS	04199500	1950-06-08	83.0	A
USGS	04199500	1950-06-09	70.0	A
USGS	04199500	1950-06-10	599	A
USGS	04199500	1950-06-11	412	A
USGS	04199500	1950-06-12	138	A
USGS	04199500	1950-06-13	74.0	A
USGS	04199500	1950-06-14	52.0	A
USGS	04199500	1950-06-15	46.0	A
USGS	04199500	1950-06-16	40.0	A
USGS	04199500	1950-06-17	35.0	A
USGS	04199500	1950-06-18	34.0	A
USGS	04199500	1950-06-19	31.0	A
USGS	04199500	1950-06-20	28.0	A
USGS	04199500	1950-06-21	26.0	A
USGS	04199500	1950-06-22	24.0	A
USGS	04199500	1950-06-23	20.0	A
USGS	04199500	1950-06-24	18.0	A
USGS	04199500	1950-06-25	24.0	A
USGS	04199500	1950-06-26	354	A
USGS	04199500	1950-06-27	99.0	A
USGS	04199500	1950-06-28	50.0	A
USGS	04199500	1950-06-29	35.0	A
USGS	04199500	1950-06-30	26.0	A
USGS	04199500	1950-07-01	22.0	A
USGS	04199500	1950-07-02	18.0	A
USGS	04199500	1950-07-03	18.0	A
USGS	04199500	1950-07-04	38.0	A
