# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-09-11 19:31:07 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04215000 CAYUGA CREEK NEAR LANCASTER NY
# -----------------------------------------------------------------------------------
#
# Data provided for site 04215000
#            TS   parameter     statistic     Description
#        105558       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	105558_00060_00003	105558_00060_00003_cd
5s	15s	20d	14n	10s
USGS	04215000	1938-09-15	116	A
USGS	04215000	1938-09-16	41.0	A
USGS	04215000	1938-09-17	22.0	A
USGS	04215000	1938-09-18	14.0	A
USGS	04215000	1938-09-19	10.0	A
USGS	04215000	1938-09-20	11.0	A
USGS	04215000	1938-09-21	12.0	A
USGS	04215000	1938-09-22	613	A
USGS	04215000	1938-09-23	827	A
USGS	04215000	1938-09-24	125	A
USGS	04215000	1938-09-25	66.0	A
USGS	04215000	1938-09-26	37.0	A
USGS	04215000	1938-09-27	30.0	A
USGS	04215000	1938-09-28	43.0	A
USGS	04215000	1938-09-29	27.0	A
USGS	04215000	1938-09-30	22.0	A
USGS	04215000	1938-10-01	18.0	A
USGS	04215000	1938-10-02	16.0	A
USGS	04215000	1938-10-03	14.0	A
USGS	04215000	1938-10-04	13.0	A
USGS	04215000	1938-10-05	13.0	A
USGS	04215000	1938-10-06	15.0	A
USGS	04215000	1938-10-07	15.0	A
USGS	04215000	1938-10-08	13.0	A
USGS	04215000	1938-10-09	12.0	A
USGS	04215000	1938-10-10	11.0	A
USGS	04215000	1938-10-11	11.0	A
USGS	04215000	1938-10-12	10.0	A
USGS	04215000	1938-10-13	7.60	A
USGS	04215000	1938-10-14	7.90	A
USGS	04215000	1938-10-15	8.10	A
USGS	04215000	1938-10-16	8.10	A
USGS	04215000	1938-10-17	8.10	A
USGS	04215000	1938-10-18	7.70	A
USGS	04215000	1938-10-19	7.90	A
USGS	04215000	1938-10-20	8.10	A
USGS	04215000	1938-10-21	9.10	A
USGS	04215000	1938-10-22	10.0	A
USGS	04215000	1938-10-23	10.0	A
USGS	04215000	1938-10-24	11.0	A
USGS	04215000	1938-10-25	12.0	A
USGS	04215000	1938-10-26	11.0	A
USGS	04215000	1938-10-27	10.0	A
USGS	04215000	1938-10-28	8.90	A
USGS	04215000	1938-10-29	8.10	A
USGS	04215000	1938-10-30	7.90	A
USGS	04215000	1938-10-31	7.70	A
USGS	04215000	1938-11-01	7.40	A
USGS	04215000	1938-11-02	7.20	A
USGS	04215000	1938-11-03	6.90	A
USGS	04215000	1938-11-04	8.20	A
USGS	04215000	1938-11-05	6.50	A
USGS	04215000	1938-11-06	6.50	A
USGS	04215000	1938-11-07	6.50	A
USGS	04215000	1938-11-08	9.80	A
USGS	04215000	1938-11-09	27.0	A
USGS	04215000	1938-11-10	24.0	A
USGS	04215000	1938-11-11	16.0	A
USGS	04215000	1938-11-12	13.0	A
USGS	04215000	1938-11-13	75.0	A
USGS	04215000	1938-11-14	140	A
USGS	04215000	1938-11-15	44.0	A
USGS	04215000	1938-11-16	29.0	A
USGS	04215000	1938-11-17	41.0	A
USGS	04215000	1938-11-18	249	A
USGS	04215000	1938-11-19	756	A
USGS	04215000	1938-11-20	242	A
USGS	04215000	1938-11-21	118	A
USGS	04215000	1938-11-22	86.0	A
USGS	04215000	1938-11-23	58.0	A
USGS	04215000	1938-11-24	33.0	A
USGS	04215000	1938-11-25	40.0	A
USGS	04215000	1938-11-26	34.0	A
USGS	04215000	1938-11-27	30.0	A
USGS	04215000	1938-11-28	26.0	A
USGS	04215000	1938-11-29	50.0	A
USGS	04215000	1938-11-30	151	A
USGS	04215000	1938-12-01	187	A
USGS	04215000	1938-12-02	83.0	A
USGS	04215000	1938-12-03	86.0	A
USGS	04215000	1938-12-04	446	A
USGS	04215000	1938-12-05	175	A
USGS	04215000	1938-12-06	119	A
USGS	04215000	1938-12-07	124	A
USGS	04215000	1938-12-08	113	A
USGS	04215000	1938-12-09	82.0	A
USGS	04215000	1938-12-10	122	A
USGS	04215000	1938-12-11	119	A
USGS	04215000	1938-12-12	102	A
USGS	04215000	1938-12-13	65.0	A
USGS	04215000	1938-12-14	42.0	A
USGS	04215000	1938-12-15	34.0	A
USGS	04215000	1938-12-16	30.0	A
USGS	04215000	1938-12-17	28.0	A
USGS	04215000	1938-12-18	26.0	A
USGS	04215000	1938-12-19	26.0	A
USGS	04215000	1938-12-20	24.0	A
USGS	04215000	1938-12-21	24.0	A
USGS	04215000	1938-12-22	22.0	A
USGS	04215000	1938-12-23	20.0	A
USGS	04215000	1938-12-24	30.0	A
USGS	04215000	1938-12-25	28.0	A
USGS	04215000	1938-12-26	28.0	A
USGS	04215000	1938-12-27	26.0	A
USGS	04215000	1938-12-28	26.0	A
USGS	04215000	1938-12-29	30.0	A
USGS	04215000	1938-12-30	28.0	A
USGS	04215000	1938-12-31	26.0	A
USGS	04215000	1939-01-01	26.0	A
USGS	04215000	1939-01-02	32.0	A
USGS	04215000	1939-01-03	50.0	A
USGS	04215000	1939-01-04	60.0	A
USGS	04215000	1939-01-05	497	A
USGS	04215000	1939-01-06	1460	A
USGS	04215000	1939-01-07	268	A
USGS	04215000	1939-01-08	185	A
USGS	04215000	1939-01-09	111	A
USGS	04215000	1939-01-10	160	A
USGS	04215000	1939-01-11	134	A
USGS	04215000	1939-01-12	76.0	A
USGS	04215000	1939-01-13	36.0	A
USGS	04215000	1939-01-14	25.0	A
USGS	04215000	1939-01-15	34.0	A
USGS	04215000	1939-01-16	28.0	A
USGS	04215000	1939-01-17	26.0	A
USGS	04215000	1939-01-18	24.0	A
USGS	04215000	1939-01-19	22.0	A
USGS	04215000	1939-01-20	22.0	A
USGS	04215000	1939-01-21	24.0	A
USGS	04215000	1939-01-22	28.0	A
USGS	04215000	1939-01-23	26.0	A
USGS	04215000	1939-01-24	28.0	A
USGS	04215000	1939-01-25	26.0	A
USGS	04215000	1939-01-26	22.0	A
USGS	04215000	1939-01-27	20.0	A
USGS	04215000	1939-01-28	22.0	A
USGS	04215000	1939-01-29	22.0	A
USGS	04215000	1939-01-30	20.0	A
USGS	04215000	1939-01-31	19.0	A
USGS	04215000	1939-02-01	20.0	A
USGS	04215000	1939-02-02	28.0	A
USGS	04215000	1939-02-03	40.0	A
USGS	04215000	1939-02-04	60.0	A
USGS	04215000	1939-02-05	55.0	A
USGS	04215000	1939-02-06	50.0	A
USGS	04215000	1939-02-07	55.0	A
USGS	04215000	1939-02-08	70.0	A
USGS	04215000	1939-02-09	130	A
USGS	04215000	1939-02-10	240	A
USGS	04215000	1939-02-11	639	A
USGS	04215000	1939-02-12	400	A
USGS	04215000	1939-02-13	257	A
USGS	04215000	1939-02-14	320	A
USGS	04215000	1939-02-15	650	A
USGS	04215000	1939-02-16	300	A
USGS	04215000	1939-02-17	190	A
USGS	04215000	1939-02-18	180	A
USGS	04215000	1939-02-19	262	A
USGS	04215000	1939-02-20	5100	A
USGS	04215000	1939-02-21	666	A
USGS	04215000	1939-02-22	190	A
USGS	04215000	1939-02-23	180	A
USGS	04215000	1939-02-24	150	A
USGS	04215000	1939-02-25	140	A
USGS	04215000	1939-02-26	150	A
USGS	04215000	1939-02-27	420	A
USGS	04215000	1939-02-28	900	A
USGS	04215000	1939-03-01	1000	A
USGS	04215000	1939-03-02	280	A
USGS	04215000	1939-03-03	220	A
USGS	04215000	1939-03-04	240	A
USGS	04215000	1939-03-05	460	A
USGS	04215000	1939-03-06	895	A
USGS	04215000	1939-03-07	234	A
USGS	04215000	1939-03-08	160	A
USGS	04215000	1939-03-09	160	A
USGS	04215000	1939-03-10	140	A
USGS	04215000	1939-03-11	120	A
USGS	04215000	1939-03-12	148	A
USGS	04215000	1939-03-13	222	A
USGS	04215000	1939-03-14	201	A
USGS	04215000	1939-03-15	309	A
USGS	04215000	1939-03-16	308	A
USGS	04215000	1939-03-17	120	A
USGS	04215000	1939-03-18	85.0	A
USGS	04215000	1939-03-19	75.0	A
USGS	04215000	1939-03-20	95.0	A
USGS	04215000	1939-03-21	90.0	A
USGS	04215000	1939-03-22	85.0	A
USGS	04215000	1939-03-23	140	A
USGS	04215000	1939-03-24	571	A
USGS	04215000	1939-03-25	560	A
USGS	04215000	1939-03-26	680	A
USGS	04215000	1939-03-27	837	A
USGS	04215000	1939-03-28	198	A
USGS	04215000	1939-03-29	139	A
USGS	04215000	1939-03-30	1350	A
USGS	04215000	1939-03-31	778	A
USGS	04215000	1939-04-01	350	A
USGS	04215000	1939-04-02	495	A
USGS	04215000	1939-04-03	171	A
USGS	04215000	1939-04-04	137	A
USGS	04215000	1939-04-05	178	A
USGS	04215000	1939-04-06	249	A
USGS	04215000	1939-04-07	162	A
USGS	04215000	1939-04-08	111	A
USGS	04215000	1939-04-09	120	A
USGS	04215000	1939-04-10	680	A
USGS	04215000	1939-04-11	1320	A
USGS	04215000	1939-04-12	266	A
USGS	04215000	1939-04-13	227	A
USGS	04215000	1939-04-14	254	A
USGS	04215000	1939-04-15	1140	A
USGS	04215000	1939-04-16	245	A
USGS	04215000	1939-04-17	188	A
USGS	04215000	1939-04-18	386	A
USGS	04215000	1939-04-19	227	A
USGS	04215000	1939-04-20	163	A
USGS	04215000	1939-04-21	128	A
USGS	04215000	1939-04-22	116	A
USGS	04215000	1939-04-23	111	A
USGS	04215000	1939-04-24	95.0	A
USGS	04215000	1939-04-25	79.0	A
USGS	04215000	1939-04-26	75.0	A
USGS	04215000	1939-04-27	77.0	A
USGS	04215000	1939-04-28	68.0	A
USGS	04215000	1939-04-29	63.0	A
USGS	04215000	1939-04-30	50.0	A
USGS	04215000	1939-05-01	45.0	A
USGS	04215000	1939-05-02	40.0	A
USGS	04215000	1939-05-03	37.0	A
USGS	04215000	1939-05-04	34.0	A
USGS	04215000	1939-05-05	32.0	A
USGS	04215000	1939-05-06	30.0	A
USGS	04215000	1939-05-07	28.0	A
USGS	04215000	1939-05-08	26.0	A
USGS	04215000	1939-05-09	30.0	A
USGS	04215000	1939-05-10	40.0	A
USGS	04215000	1939-05-11	31.0	A
USGS	04215000	1939-05-12	25.0	A
USGS	04215000	1939-05-13	23.0	A
USGS	04215000	1939-05-14	22.0	A
USGS	04215000	1939-05-15	20.0	A
USGS	04215000	1939-05-16	19.0	A
USGS	04215000	1939-05-17	18.0	A
USGS	04215000	1939-05-18	17.0	A
USGS	04215000	1939-05-19	15.0	A
USGS	04215000	1939-05-20	15.0	A
USGS	04215000	1939-05-21	15.0	A
USGS	04215000	1939-05-22	18.0	A
USGS	04215000	1939-05-23	24.0	A
USGS	04215000	1939-05-24	31.0	A
USGS	04215000	1939-05-25	20.0	A
USGS	04215000	1939-05-26	15.0	A
USGS	04215000	1939-05-27	13.0	A
USGS	04215000	1939-05-28	60.0	A
USGS	04215000	1939-05-29	70.0	A
USGS	04215000	1939-05-30	29.0	A
USGS	04215000	1939-05-31	19.0	A
USGS	04215000	1939-06-01	27.0	A
USGS	04215000	1939-06-02	28.0	A
USGS	04215000	1939-06-03	18.0	A
USGS	04215000	1939-06-04	15.0	A
USGS	04215000	1939-06-05	12.0	A
USGS	04215000	1939-06-06	9.80	A
USGS	04215000	1939-06-07	8.60	A
USGS	04215000	1939-06-08	7.90	A
USGS	04215000	1939-06-09	7.00	A
USGS	04215000	1939-06-10	6.80	A
USGS	04215000	1939-06-11	7.70	A
USGS	04215000	1939-06-12	6.80	A
USGS	04215000	1939-06-13	6.40	A
USGS	04215000	1939-06-14	9.30	A
USGS	04215000	1939-06-15	9.00	A
USGS	04215000	1939-06-16	12.0	A
USGS	04215000	1939-06-17	11.0	A
USGS	04215000	1939-06-18	9.00	A
USGS	04215000	1939-06-19	7.90	A
USGS	04215000	1939-06-20	6.80	A
USGS	04215000	1939-06-21	6.60	A
USGS	04215000	1939-06-22	9.50	A
USGS	04215000	1939-06-23	36.0	A
USGS	04215000	1939-06-24	22.0	A
USGS	04215000	1939-06-25	15.0	A
USGS	04215000	1939-06-26	12.0	A
USGS	04215000	1939-06-27	10.0	A
USGS	04215000	1939-06-28	8.60	A
USGS	04215000	1939-06-29	9.40	A
USGS	04215000	1939-06-30	20.0	A
USGS	04215000	1939-07-01	49.0	A
USGS	04215000	1939-07-02	20.0	A
USGS	04215000	1939-07-03	13.0	A
USGS	04215000	1939-07-04	10.0	A
USGS	04215000	1939-07-05	8.80	A
USGS	04215000	1939-07-06	8.10	A
USGS	04215000	1939-07-07	7.50	A
USGS	04215000	1939-07-08	7.60	A
USGS	04215000	1939-07-09	6.80	A
USGS	04215000	1939-07-10	6.20	A
USGS	04215000	1939-07-11	4.70	A
USGS	04215000	1939-07-12	3.60	A
USGS	04215000	1939-07-13	3.50	A
USGS	04215000	1939-07-14	4.10	A
USGS	04215000	1939-07-15	3.60	A
USGS	04215000	1939-07-16	2.90	A
USGS	04215000	1939-07-17	3.20	A
USGS	04215000	1939-07-18	1.60	A
USGS	04215000	1939-07-19	1.20	A
USGS	04215000	1939-07-20	1.00	A
USGS	04215000	1939-07-21	0.80	A
USGS	04215000	1939-07-22	0.80	A
USGS	04215000	1939-07-23	0.50	A
USGS	04215000	1939-07-24	0.30	A
USGS	04215000	1939-07-25	0.30	A
USGS	04215000	1939-07-26	0.20	A
USGS	04215000	1939-07-27	0.30	A
USGS	04215000	1939-07-28	0.50	A
USGS	04215000	1939-07-29	0.60	A
USGS	04215000	1939-07-30	2.30	A
USGS	04215000	1939-07-31	2.20	A
USGS	04215000	1939-08-01	1.40	A
USGS	04215000	1939-08-02	1.20	A
USGS	04215000	1939-08-03	1.20	A
USGS	04215000	1939-08-04	1.20	A
USGS	04215000	1939-08-05	0.80	A
USGS	04215000	1939-08-06	0.50	A
USGS	04215000	1939-08-07	0.30	A
USGS	04215000	1939-08-08	0.30	A
USGS	04215000	1939-08-09	0.10	A
USGS	04215000	1939-08-10	0.50	A
USGS	04215000	1939-08-11	0.40	A
USGS	04215000	1939-08-12	0.40	A
USGS	04215000	1939-08-13	4.90	A
USGS	04215000	1939-08-14	16.0	A
USGS	04215000	1939-08-15	8.60	A
USGS	04215000	1939-08-16	3.10	A
USGS	04215000	1939-08-17	1.70	A
USGS	04215000	1939-08-18	1.30	A
USGS	04215000	1939-08-19	1.10	A
USGS	04215000	1939-08-20	1.60	A
USGS	04215000	1939-08-21	1.60	A
USGS	04215000	1939-08-22	2.60	A
USGS	04215000	1939-08-23	1.60	A
USGS	04215000	1939-08-24	1.10	A
USGS	04215000	1939-08-25	1.00	A
USGS	04215000	1939-08-26	0.80	A
USGS	04215000	1939-08-27	0.70	A
USGS	04215000	1939-08-28	0.60	A
USGS	04215000	1939-08-29	0.50	A
USGS	04215000	1939-08-30	0.50	A
USGS	04215000	1939-08-31	0.50	A
USGS	04215000	1939-09-01	0.40	A
USGS	04215000	1939-09-02	0.40	A
USGS	04215000	1939-09-03	0.30	A
USGS	04215000	1939-09-04	0.40	A
USGS	04215000	1939-09-05	0.60	A
