"date","02GA010","02GA018","02GA038","02GA047","02GB007","02GC002","02GC010","02GC018","02GD004","02GE007","02GG002","02GG003","02GG006","02GG009","02GG013","04159492","04159900","04160600","04161820","04164000","04165500","04166100","04177000","04196800","04197100","04207200","04208504","04213000"
"2010-01-01",14.0671296296296,7.42962962962963,4.45231481481481,10.4069444444444,5.31273148148148,5.86145833333333,6.26875,5.22395833333333,2.08958333333333,1.39305555555556,4.13784722222222,6.78819444444444,1.46979166666667,3.16388888888889,1.25729166666667,3.743084375,1.3710628125,1.221485625,5.29630079861111,7.54065798611111,12.485671875,1.66182666666667,0.9549675,2.322478125,1.4827484375,2.51923291666667,23.1798469907407,4.05762729166667
"2010-01-02",12.2789351851852,6.48518518518518,3.88634259259259,9.08402777777778,4.63738425925926,5.05694444444444,5.40833333333333,4.50694444444444,1.87708333333333,1.25138888888889,3.56990740740741,5.85648148148148,1.26805555555556,2.72962962962963,1.08472222222222,2.91128784722222,1.0663821875,0.950044375,5.11046568287037,7.27607349537037,12.047578125,1.635860625,0.7560159375,1.759453125,1.12329427083333,2.44211354166667,22.470259837963,3.37257333333333
"2010-01-03",10.8483796296296,5.72962962962963,3.43356481481481,8.02569444444444,4.09710648148148,4.55891203703704,4.87569444444444,4.0630787037037,1.7,1.13333333333333,3.16423611111111,5.19097222222222,1.12395833333333,2.41944444444444,0.961458333333333,2.49538958333333,0.914041875,0.81432375,4.92463056712963,7.01148900462963,11.609484375,1.5579625,0.636645,1.337184375,0.853703645833333,2.390700625,21.9972017361111,3.003698125
"2010-01-04",9.77546296296296,5.16296296296296,3.09398148148148,7.23194444444444,3.69189814814815,4.17581018518518,4.46597222222222,3.72164351851852,1.55833333333333,1.03888888888889,2.75856481481481,4.52546296296296,0.979861111111111,2.10925925925926,0.838194444444444,2.07949131944444,0.7617015625,0.678603125,4.83171300925926,6.87919675925926,11.3904375,1.480064375,0.557064375,1.055671875,0.6739765625,2.33928770833333,21.5241436342593,2.79291229166667
"2010-01-05",8.94097222222222,4.72222222222222,2.82986111111111,6.61458333333333,3.37673611111111,3.83101851851852,4.09722222222222,3.41435185185185,1.41666666666667,0.944444444444444,2.51516203703704,4.12615740740741,0.893402777777778,1.92314814814815,0.764236111111111,1.80222581018519,0.660141354166667,0.588122708333333,4.83171300925926,6.87919675925926,11.3904375,1.40216625,0.5172740625,0.8445375,0.53918125,2.31358125,21.2876145833333,2.687519375
"2010-01-06",8.22569444444444,4.34444444444444,2.60347222222222,6.08541666666667,3.10659722222222,3.56284722222222,3.81041666666667,3.17534722222222,1.275,0.85,2.27175925925926,3.72685185185185,0.806944444444445,1.73703703703704,0.690277777777778,1.66359305555556,0.60936125,0.5428825,4.83171300925926,6.87919675925926,11.3904375,1.324268125,0.47748375,0.70378125,0.449317708333333,2.26216833333333,20.8145564814815,2.63482291666667
"2010-01-07",7.74884259259259,4.09259259259259,2.4525462962963,5.73263888888889,2.92650462962963,3.3712962962963,3.60555555555556,3.00462962962963,1.16875,0.779166666666667,2.10949074074074,3.46064814814815,0.749305555555556,1.61296296296296,0.640972222222222,1.52496030092593,0.558581145833333,0.497642291666667,4.83171300925926,6.87919675925926,11.3904375,1.27233604166667,0.47748375,0.633403125,0.4043859375,2.236461875,20.5780274305556,2.63482291666667
"2010-01-08",7.3912037037037,3.9037037037037,2.33935185185185,5.46805555555556,2.79143518518519,3.21805555555556,3.44166666666667,2.86805555555556,1.09791666666667,0.731944444444444,1.94722222222222,3.19444444444444,0.691666666666667,1.48888888888889,0.591666666666667,1.3863275462963,0.507801041666667,0.452402083333333,4.73879545138889,6.74690451388889,11.171390625,1.24637,0.47748375,0.563025,0.359454166666667,2.21075541666667,20.3414983796296,2.63482291666667
"2010-01-09",7.15277777777778,3.77777777777778,2.26388888888889,5.29166666666667,2.70138888888889,3.14143518518519,3.35972222222222,2.79976851851852,0.991666666666667,0.661111111111111,1.7849537037037,2.92824074074074,0.634027777777778,1.36481481481481,0.542361111111111,1.3863275462963,0.507801041666667,0.452402083333333,4.73879545138889,6.74690451388889,11.171390625,1.22040395833333,0.4376934375,0.492646875,0.314522395833333,2.18504895833333,20.1049693287037,2.63482291666667
"2010-01-10",7.03356481481481,3.71481481481481,2.22615740740741,5.20347222222222,2.65636574074074,3.06481481481481,3.27777777777778,2.73148148148148,0.920833333333334,0.613888888888889,1.70381944444444,2.79513888888889,0.605208333333333,1.30277777777778,0.517708333333333,1.24769479166667,0.4570209375,0.407161875,4.73879545138889,6.74690451388889,11.171390625,1.19443791666667,0.4376934375,0.492646875,0.314522395833333,2.1593425,19.8684402777778,2.63482291666667
