# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-09-12 19:29:39 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04164000 CLINTON RIVER NEAR FRASER, MI
# -----------------------------------------------------------------------------------
#
# Data provided for site 04164000
#            TS   parameter     statistic     Description
#         71067       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	71067_00060_00003	71067_00060_00003_cd
5s	15s	20d	14n	10s
USGS	04164000	1947-06-01	670	A
USGS	04164000	1947-06-02	1220	A
USGS	04164000	1947-06-03	1640	A
USGS	04164000	1947-06-04	940	A
USGS	04164000	1947-06-05	742	A
USGS	04164000	1947-06-06	688	A
USGS	04164000	1947-06-07	742	A
USGS	04164000	1947-06-08	1510	A
USGS	04164000	1947-06-09	1450	A
USGS	04164000	1947-06-10	920	A
USGS	04164000	1947-06-11	670	A
USGS	04164000	1947-06-12	562	A
USGS	04164000	1947-06-13	473	A
USGS	04164000	1947-06-14	742	A
USGS	04164000	1947-06-15	634	A
USGS	04164000	1947-06-16	526	A
USGS	04164000	1947-06-17	456	A
USGS	04164000	1947-06-18	422	A
USGS	04164000	1947-06-19	374	A
USGS	04164000	1947-06-20	342	A
USGS	04164000	1947-06-21	342	A
USGS	04164000	1947-06-22	326	A
USGS	04164000	1947-06-23	318	A
USGS	04164000	1947-06-24	310	A
USGS	04164000	1947-06-25	286	A
USGS	04164000	1947-06-26	278	A
USGS	04164000	1947-06-27	270	A
USGS	04164000	1947-06-28	254	A
USGS	04164000	1947-06-29	238	A
USGS	04164000	1947-06-30	254	A
USGS	04164000	1947-07-01	222	A
USGS	04164000	1947-07-02	182	A
USGS	04164000	1947-07-03	169	A
USGS	04164000	1947-07-04	158	A
USGS	04164000	1947-07-05	147	A
USGS	04164000	1947-07-06	147	A
USGS	04164000	1947-07-07	238	A
USGS	04164000	1947-07-08	155	A
USGS	04164000	1947-07-09	140	A
USGS	04164000	1947-07-10	135	A
USGS	04164000	1947-07-11	128	A
USGS	04164000	1947-07-12	142	A
USGS	04164000	1947-07-13	130	A
USGS	04164000	1947-07-14	171	A
USGS	04164000	1947-07-15	350	A
USGS	04164000	1947-07-16	374	A
USGS	04164000	1947-07-17	310	A
USGS	04164000	1947-07-18	645	A
USGS	04164000	1947-07-19	2390	A
USGS	04164000	1947-07-20	1080	A
USGS	04164000	1947-07-21	473	A
USGS	04164000	1947-07-22	358	A
USGS	04164000	1947-07-23	286	A
USGS	04164000	1947-07-24	230	A
USGS	04164000	1947-07-25	201	A
USGS	04164000	1947-07-26	169	A
USGS	04164000	1947-07-27	185	A
USGS	04164000	1947-07-28	187	A
USGS	04164000	1947-07-29	172	A
USGS	04164000	1947-07-30	182	A
USGS	04164000	1947-07-31	177	A
USGS	04164000	1947-08-01	193	A
USGS	04164000	1947-08-02	190	A
USGS	04164000	1947-08-03	177	A
USGS	04164000	1947-08-04	179	A
USGS	04164000	1947-08-05	182	A
USGS	04164000	1947-08-06	177	A
USGS	04164000	1947-08-07	222	A
USGS	04164000	1947-08-08	358	A
USGS	04164000	1947-08-09	206	A
USGS	04164000	1947-08-10	155	A
USGS	04164000	1947-08-11	132	A
USGS	04164000	1947-08-12	124	A
USGS	04164000	1947-08-13	117	A
USGS	04164000	1947-08-14	128	A
USGS	04164000	1947-08-15	238	A
USGS	04164000	1947-08-16	156	A
USGS	04164000	1947-08-17	120	A
USGS	04164000	1947-08-18	116	A
USGS	04164000	1947-08-19	120	A
USGS	04164000	1947-08-20	156	A
USGS	04164000	1947-08-21	310	A
USGS	04164000	1947-08-22	198	A
USGS	04164000	1947-08-23	135	A
USGS	04164000	1947-08-24	111	A
USGS	04164000	1947-08-25	105	A
USGS	04164000	1947-08-26	201	A
USGS	04164000	1947-08-27	185	A
USGS	04164000	1947-08-28	150	A
USGS	04164000	1947-08-29	150	A
USGS	04164000	1947-08-30	326	A
USGS	04164000	1947-08-31	456	A
USGS	04164000	1947-09-01	326	A
USGS	04164000	1947-09-02	526	A
USGS	04164000	1947-09-03	326	A
USGS	04164000	1947-09-04	198	A
USGS	04164000	1947-09-05	185	A
USGS	04164000	1947-09-06	222	A
USGS	04164000	1947-09-07	193	A
USGS	04164000	1947-09-08	190	A
USGS	04164000	1947-09-09	209	A
USGS	04164000	1947-09-10	214	A
USGS	04164000	1947-09-11	270	A
USGS	04164000	1947-09-12	1100	A
USGS	04164000	1947-09-13	900	A
USGS	04164000	1947-09-14	473	A
USGS	04164000	1947-09-15	382	A
USGS	04164000	1947-09-16	334	A
USGS	04164000	1947-09-17	270	A
USGS	04164000	1947-09-18	246	A
USGS	04164000	1947-09-19	214	A
USGS	04164000	1947-09-20	222	A
USGS	04164000	1947-09-21	230	A
USGS	04164000	1947-09-22	508	A
USGS	04164000	1947-09-23	390	A
USGS	04164000	1947-09-24	310	A
USGS	04164000	1947-09-25	286	A
USGS	04164000	1947-09-26	294	A
USGS	04164000	1947-09-27	286	A
USGS	04164000	1947-09-28	270	A
USGS	04164000	1947-09-29	270	A
USGS	04164000	1947-09-30	278	A
USGS	04164000	1947-10-01	238	A
USGS	04164000	1947-10-02	230	A
USGS	04164000	1947-10-03	214	A
USGS	04164000	1947-10-04	204	A
USGS	04164000	1947-10-05	198	A
USGS	04164000	1947-10-06	187	A
USGS	04164000	1947-10-07	179	A
USGS	04164000	1947-10-08	174	A
USGS	04164000	1947-10-09	150	A
USGS	04164000	1947-10-10	140	A
USGS	04164000	1947-10-11	141	A
USGS	04164000	1947-10-12	140	A
USGS	04164000	1947-10-13	129	A
USGS	04164000	1947-10-14	132	A
USGS	04164000	1947-10-15	134	A
USGS	04164000	1947-10-16	138	A
USGS	04164000	1947-10-17	134	A
USGS	04164000	1947-10-18	171	A
USGS	04164000	1947-10-19	382	A
USGS	04164000	1947-10-20	310	A
USGS	04164000	1947-10-21	201	A
USGS	04164000	1947-10-22	168	A
USGS	04164000	1947-10-23	155	A
USGS	04164000	1947-10-24	142	A
USGS	04164000	1947-10-25	144	A
USGS	04164000	1947-10-26	141	A
USGS	04164000	1947-10-27	126	A
USGS	04164000	1947-10-28	132	A
USGS	04164000	1947-10-29	163	A
USGS	04164000	1947-10-30	278	A
USGS	04164000	1947-10-31	222	A
USGS	04164000	1947-11-01	179	A
USGS	04164000	1947-11-02	160	A
USGS	04164000	1947-11-03	150	A
USGS	04164000	1947-11-04	148	A
USGS	04164000	1947-11-05	156	A
USGS	04164000	1947-11-06	168	A
USGS	04164000	1947-11-07	163	A
USGS	04164000	1947-11-08	160	A
USGS	04164000	1947-11-09	158	A
USGS	04164000	1947-11-10	146	A
USGS	04164000	1947-11-11	148	A
USGS	04164000	1947-11-12	129	A
USGS	04164000	1947-11-13	209	A
USGS	04164000	1947-11-14	182	A
USGS	04164000	1947-11-15	174	A
USGS	04164000	1947-11-16	222	A
USGS	04164000	1947-11-17	222	A
USGS	04164000	1947-11-18	222	A
USGS	04164000	1947-11-19	222	A
USGS	04164000	1947-11-20	209	A
USGS	04164000	1947-11-21	204	A
USGS	04164000	1947-11-22	203	A
USGS	04164000	1947-11-23	204	A
USGS	04164000	1947-11-24	209	A
USGS	04164000	1947-11-25	222	A
USGS	04164000	1947-11-26	208	A
USGS	04164000	1947-11-27	193	A
USGS	04164000	1947-11-28	188	A
USGS	04164000	1947-11-29	180	A
USGS	04164000	1947-11-30	170	A
USGS	04164000	1947-12-01	180	A
USGS	04164000	1947-12-02	210	A
USGS	04164000	1947-12-03	300	A
USGS	04164000	1947-12-04	470	A
USGS	04164000	1947-12-05	500	A
USGS	04164000	1947-12-06	724	A
