# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-07-27 18:58:29 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04024430 NEMADJI RIVER NEAR SOUTH SUPERIOR, WI
# -----------------------------------------------------------------------------------
#
# Data provided for site 04024430
#            TS   parameter     statistic     Description
#        152256       00060     00003     Discharge, cubic feet per second (Mean)
#        152257       80154     00003     Suspended sediment concentration, milligrams per liter (Mean)
#        152258       80155     00003     Suspended sediment discharge, short tons per day (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	152256_00060_00003	152256_00060_00003_cd
5s	15s	20d	14n	10s
USGS	04024430	2000-01-01	86.0	A:e
USGS	04024430	2000-01-02	84.0	A:e
USGS	04024430	2000-01-03	80.0	A:e
USGS	04024430	2000-01-04	78.0	A:e
USGS	04024430	2000-01-05	76.0	A:e
USGS	04024430	2000-01-06	70.0	A:e
USGS	04024430	2000-01-07	66.0	A:e
USGS	04024430	2000-01-08	66.0	A:e
USGS	04024430	2000-01-09	66.0	A:e
USGS	04024430	2000-01-10	70.0	A:e
USGS	04024430	2000-01-11	72.0	A:e
USGS	04024430	2000-01-12	66.0	A:e
USGS	04024430	2000-01-13	60.0	A:e
USGS	04024430	2000-01-14	62.0	A:e
USGS	04024430	2000-01-15	62.0	A:e
USGS	04024430	2000-01-16	62.0	A:e
USGS	04024430	2000-01-17	58.0	A:e
USGS	04024430	2000-01-18	56.0	A:e
USGS	04024430	2000-01-19	54.0	A:e
USGS	04024430	2000-01-20	50.0	A:e
USGS	04024430	2000-01-21	48.0	A:e
USGS	04024430	2000-01-22	45.0	A:e
USGS	04024430	2000-01-23	48.0	A:e
USGS	04024430	2000-01-24	47.0	A:e
USGS	04024430	2000-01-25	48.0	A:e
USGS	04024430	2000-01-26	50.0	A:e
USGS	04024430	2000-01-27	50.0	A:e
USGS	04024430	2000-01-28	50.0	A:e
USGS	04024430	2000-01-29	50.0	A:e
USGS	04024430	2000-01-30	52.0	A:e
USGS	04024430	2000-01-31	54.0	A:e
USGS	04024430	2000-02-01	56.0	A:e
USGS	04024430	2000-02-02	56.0	A:e
USGS	04024430	2000-02-03	56.0	A:e
USGS	04024430	2000-02-04	56.0	A:e
USGS	04024430	2000-02-05	56.0	A:e
USGS	04024430	2000-02-06	58.0	A:e
USGS	04024430	2000-02-07	58.0	A:e
USGS	04024430	2000-02-08	56.0	A:e
USGS	04024430	2000-02-09	54.0	A:e
USGS	04024430	2000-02-10	58.0	A:e
USGS	04024430	2000-02-11	56.0	A:e
USGS	04024430	2000-02-12	56.0	A:e
USGS	04024430	2000-02-13	60.0	A:e
USGS	04024430	2000-02-14	64.0	A:e
USGS	04024430	2000-02-15	68.0	A:e
USGS	04024430	2000-02-16	68.0	A:e
USGS	04024430	2000-02-17	66.0	A:e
USGS	04024430	2000-02-18	68.0	A:e
USGS	04024430	2000-02-19	70.0	A:e
USGS	04024430	2000-02-20	72.0	A:e
USGS	04024430	2000-02-21	76.0	A:e
USGS	04024430	2000-02-22	80.0	A:e
USGS	04024430	2000-02-23	86.0	A:e
USGS	04024430	2000-02-24	92.0	A:e
USGS	04024430	2000-02-25	110	A:e
USGS	04024430	2000-02-26	450	A:e
USGS	04024430	2000-02-27	1800	A:e
USGS	04024430	2000-02-28	1400	A:e
USGS	04024430	2000-02-29	1000	A:e
USGS	04024430	2000-03-01	1300	A:e
USGS	04024430	2000-03-02	800	A:e
USGS	04024430	2000-03-03	600	A:e
USGS	04024430	2000-03-04	580	A:e
USGS	04024430	2000-03-05	560	A:e
USGS	04024430	2000-03-06	540	A:e
USGS	04024430	2000-03-07	540	A:e
USGS	04024430	2000-03-08	900	A:e
USGS	04024430	2000-03-09	3510	A
USGS	04024430	2000-03-10	2830	A
USGS	04024430	2000-03-11	1500	A:e
USGS	04024430	2000-03-12	1100	A:e
USGS	04024430	2000-03-13	800	A:e
USGS	04024430	2000-03-14	700	A:e
USGS	04024430	2000-03-15	560	A:e
USGS	04024430	2000-03-16	450	A:e
USGS	04024430	2000-03-17	400	A:e
USGS	04024430	2000-03-18	420	A:e
USGS	04024430	2000-03-19	430	A:e
USGS	04024430	2000-03-20	640	A:e
USGS	04024430	2000-03-21	660	A:e
USGS	04024430	2000-03-22	780	A:e
USGS	04024430	2000-03-23	880	A:e
USGS	04024430	2000-03-24	792	A
USGS	04024430	2000-03-25	1030	A
USGS	04024430	2000-03-26	847	A
USGS	04024430	2000-03-27	707	A
USGS	04024430	2000-03-28	591	A
USGS	04024430	2000-03-29	513	A
USGS	04024430	2000-03-30	455	A
USGS	04024430	2000-03-31	411	A
USGS	04024430	2000-04-01	390	A
USGS	04024430	2000-04-02	376	A
USGS	04024430	2000-04-03	419	A
USGS	04024430	2000-04-04	466	A
USGS	04024430	2000-04-05	402	A
USGS	04024430	2000-04-06	402	A
USGS	04024430	2000-04-07	429	A
USGS	04024430	2000-04-08	359	A
USGS	04024430	2000-04-09	310	A:e
USGS	04024430	2000-04-10	290	A:e
USGS	04024430	2000-04-11	280	A:e
USGS	04024430	2000-04-12	270	A:e
USGS	04024430	2000-04-13	270	A:e
USGS	04024430	2000-04-14	267	A
USGS	04024430	2000-04-15	263	A
USGS	04024430	2000-04-16	256	A
USGS	04024430	2000-04-17	250	A
USGS	04024430	2000-04-18	244	A
USGS	04024430	2000-04-19	262	A
USGS	04024430	2000-04-20	270	A
USGS	04024430	2000-04-21	310	A
USGS	04024430	2000-04-22	380	A
USGS	04024430	2000-04-23	405	A
USGS	04024430	2000-04-24	374	A
USGS	04024430	2000-04-25	344	A
USGS	04024430	2000-04-26	329	A
USGS	04024430	2000-04-27	311	A
USGS	04024430	2000-04-28	285	A
USGS	04024430	2000-04-29	275	A
USGS	04024430	2000-04-30	260	A
USGS	04024430	2000-05-01	249	A
USGS	04024430	2000-05-02	251	A
USGS	04024430	2000-05-03	241	A
USGS	04024430	2000-05-04	223	A
USGS	04024430	2000-05-05	215	A
USGS	04024430	2000-05-06	212	A
USGS	04024430	2000-05-07	195	A
USGS	04024430	2000-05-08	339	A
USGS	04024430	2000-05-09	900	A
USGS	04024430	2000-05-10	597	A
USGS	04024430	2000-05-11	495	A
USGS	04024430	2000-05-12	513	A
USGS	04024430	2000-05-13	433	A
USGS	04024430	2000-05-14	354	A
USGS	04024430	2000-05-15	290	A
USGS	04024430	2000-05-16	273	A
USGS	04024430	2000-05-17	285	A
USGS	04024430	2000-05-18	256	A
USGS	04024430	2000-05-19	226	A
USGS	04024430	2000-05-20	200	A
USGS	04024430	2000-05-21	185	A
USGS	04024430	2000-05-22	192	A
USGS	04024430	2000-05-23	217	A
USGS	04024430	2000-05-24	202	A
USGS	04024430	2000-05-25	178	A
USGS	04024430	2000-05-26	159	A
USGS	04024430	2000-05-27	149	A
USGS	04024430	2000-05-28	150	A
USGS	04024430	2000-05-29	169	A
USGS	04024430	2000-05-30	157	A
USGS	04024430	2000-05-31	148	A
USGS	04024430	2000-06-01	137	A
USGS	04024430	2000-06-02	135	A
USGS	04024430	2000-06-03	132	A
USGS	04024430	2000-06-04	127	A
USGS	04024430	2000-06-05	123	A
USGS	04024430	2000-06-06	118	A
